YEAR,REGION,STATE,RACE,RACE_COUNTS
2011,11,Connecticut,1,29590
2011,11,Connecticut,2,3097
2011,11,Connecticut,3,90
2011,11,Connecticut,4,358
2011,11,Connecticut,5,44
2011,11,Connecticut,6,986
2011,11,Connecticut,7,1477
2011,11,Connecticut,8,826
2011,11,Connecticut,9,70
2011,11,Maine,1,12976
2011,11,Maine,2,124
2011,11,Maine,3,105
2011,11,Maine,4,33
2011,11,Maine,5,6
2011,11,Maine,6,75
2011,11,Maine,7,23
2011,11,Maine,8,211
2011,11,Maine,9,12
2011,11,Massachusetts,1,57186
2011,11,Massachusetts,2,4018
2011,11,Massachusetts,3,163
2011,11,Massachusetts,4,1375
2011,11,Massachusetts,5,77
2011,11,Massachusetts,6,2169
2011,11,Massachusetts,7,2394
2011,11,Massachusetts,8,1510
2011,11,Massachusetts,9,117
2011,11,New Hampshire,1,12942
2011,11,New Hampshire,2,101
2011,11,New Hampshire,3,32
2011,11,New Hampshire,4,46
2011,11,New Hampshire,5,2
2011,11,New Hampshire,6,185
2011,11,New Hampshire,7,49
2011,11,New Hampshire,8,218
2011,11,New Hampshire,9,9
2011,11,Rhode Island,1,9113
2011,11,Rhode Island,2,536
2011,11,Rhode Island,3,41
2011,11,Rhode Island,4,73
2011,11,Rhode Island,5,5
2011,11,Rhode Island,6,230
2011,11,Rhode Island,7,481
2011,11,Rhode Island,8,297
2011,11,Rhode Island,9,29
2011,11,Vermont,1,6335
2011,11,Vermont,2,56
2011,11,Vermont,3,30
2011,11,Vermont,4,9
2011,11,Vermont,5,1
2011,11,Vermont,6,44
2011,11,Vermont,7,9
2011,11,Vermont,8,117
2011,11,Vermont,9,7
2011,12,New Jersey,1,64259
2011,12,New Jersey,2,10937
2011,12,New Jersey,3,198
2011,12,New Jersey,4,1473
2011,12,New Jersey,5,106
2011,12,New Jersey,6,5321
2011,12,New Jersey,7,3825
2011,12,New Jersey,8,2064
2011,12,New Jersey,9,184
2011,12,New York,1,139954
2011,12,New York,2,26907
2011,12,New York,3,779
2011,12,New York,4,5622
2011,12,New York,5,307
2011,12,New York,6,7758
2011,12,New York,7,10840
2011,12,New York,8,4647
2011,12,New York,9,360
2011,12,Pennsylvania,1,113445
2011,12,Pennsylvania,2,9637
2011,12,Pennsylvania,3,199
2011,12,Pennsylvania,4,692
2011,12,Pennsylvania,5,72
2011,12,Pennsylvania,6,2025
2011,12,Pennsylvania,7,1418
2011,12,Pennsylvania,8,1899
2011,12,Pennsylvania,9,142
2011,21,Illinois,1,99459
2011,21,Illinois,2,15609
2011,21,Illinois,3,252
2011,21,Illinois,4,1080
2011,21,Illinois,5,161
2011,21,Illinois,6,3503
2011,21,Illinois,7,4621
2011,21,Illinois,8,2183
2011,21,Illinois,9,166
2011,21,Indiana,1,57603
2011,21,Indiana,2,4952
2011,21,Indiana,3,167
2011,21,Indiana,4,218
2011,21,Indiana,5,39
2011,21,Indiana,6,632
2011,21,Indiana,7,954
2011,21,Indiana,8,1256
2011,21,Indiana,9,88
2011,21,Michigan,1,83507
2011,21,Michigan,2,10153
2011,21,Michigan,3,768
2011,21,Michigan,4,413
2011,21,Michigan,5,79
2011,21,Michigan,6,1466
2011,21,Michigan,7,767
2011,21,Michigan,8,1994
2011,21,Michigan,9,138
2011,21,Ohio,1,100426
2011,21,Ohio,2,12667
2011,21,Ohio,3,209
2011,21,Ohio,4,437
2011,21,Ohio,5,94
2011,21,Ohio,6,1237
2011,21,Ohio,7,826
2011,21,Ohio,8,2331
2011,21,Ohio,9,196
2011,21,Wisconsin,1,54334
2011,21,Wisconsin,2,2280
2011,21,Wisconsin,3,661
2011,21,Wisconsin,4,155
2011,21,Wisconsin,5,17
2011,21,Wisconsin,6,671
2011,21,Wisconsin,7,444
2011,21,Wisconsin,8,810
2011,21,Wisconsin,9,69
2011,22,Iowa,1,29639
2011,22,Iowa,2,604
2011,22,Iowa,3,141
2011,22,Iowa,4,63
2011,22,Iowa,5,9
2011,22,Iowa,6,323
2011,22,Iowa,7,249
2011,22,Iowa,8,409
2011,22,Iowa,9,28
2011,22,Kansas,1,25580
2011,22,Kansas,2,1170
2011,22,Kansas,3,289
2011,22,Kansas,4,107
2011,22,Kansas,5,17
2011,22,Kansas,6,434
2011,22,Kansas,7,482
2011,22,Kansas,8,855
2011,22,Kansas,9,50
2011,22,Minnesota,1,49711
2011,22,Minnesota,2,1534
2011,22,Minnesota,3,769
2011,22,Minnesota,4,167
2011,22,Minnesota,5,31
2011,22,Minnesota,6,1168
2011,22,Minnesota,7,370
2011,22,Minnesota,8,982
2011,22,Minnesota,9,85
2011,22,Missouri,1,53444
2011,22,Missouri,2,5818
2011,22,Missouri,3,241
2011,22,Missouri,4,211
2011,22,Missouri,5,25
2011,22,Missouri,6,626
2011,22,Missouri,7,477
2011,22,Missouri,8,1219
2011,22,Missouri,9,49
2011,22,Nebraska,1,17196
2011,22,Nebraska,2,549
2011,22,Nebraska,3,236
2011,22,Nebraska,4,46
2011,22,Nebraska,5,6
2011,22,Nebraska,6,174
2011,22,Nebraska,7,209
2011,22,Nebraska,8,289
2011,22,Nebraska,9,8
2011,22,North Dakota,1,6344
2011,22,North Dakota,2,49
2011,22,North Dakota,3,374
2011,22,North Dakota,4,11
2011,22,North Dakota,6,47
2011,22,North Dakota,7,45
2011,22,North Dakota,8,110
2011,22,North Dakota,9,7
2011,22,South Dakota,1,7245
2011,22,South Dakota,2,73
2011,22,South Dakota,3,778
2011,22,South Dakota,4,15
2011,22,South Dakota,6,56
2011,22,South Dakota,7,49
2011,22,South Dakota,8,197
2011,22,South Dakota,9,3
2011,31,Delaware,1,6783
2011,31,Delaware,2,1537
2011,31,Delaware,3,44
2011,31,Delaware,4,74
2011,31,Delaware,5,2
2011,31,Delaware,6,198
2011,31,Delaware,7,150
2011,31,Delaware,8,198
2011,31,Delaware,9,8
2011,31,District of Columbia,1,2647
2011,31,District of Columbia,2,3069
2011,31,District of Columbia,3,16
2011,31,District of Columbia,4,67
2011,31,District of Columbia,5,7
2011,31,District of Columbia,6,147
2011,31,District of Columbia,7,154
2011,31,District of Columbia,8,124
2011,31,District of Columbia,9,31
2011,31,Florida,1,148720
2011,31,Florida,2,29317
2011,31,Florida,3,676
2011,31,Florida,4,777
2011,31,Florida,5,127
2011,31,Florida,6,3548
2011,31,Florida,7,3856
2011,31,Florida,8,3891
2011,31,Florida,9,288
2011,31,Georgia,1,60557
2011,31,Georgia,2,27410
2011,31,Georgia,3,235
2011,31,Georgia,4,447
2011,31,Georgia,5,69
2011,31,Georgia,6,2132
2011,31,Georgia,7,1789
2011,31,Georgia,8,1631
2011,31,Georgia,9,128
2011,31,Maryland,1,37214
2011,31,Maryland,2,14961
2011,31,Maryland,3,175
2011,31,Maryland,4,761
2011,31,Maryland,5,101
2011,31,Maryland,6,2407
2011,31,Maryland,7,1164
2011,31,Maryland,8,1407
2011,31,Maryland,9,145
2011,31,North Carolina,1,68469
2011,31,North Carolina,2,20636
2011,31,North Carolina,3,1278
2011,31,North Carolina,4,345
2011,31,North Carolina,5,53
2011,31,North Carolina,6,1470
2011,31,North Carolina,7,2010
2011,31,North Carolina,8,1712
2011,31,North Carolina,9,187
2011,31,South Carolina,1,32136
2011,31,South Carolina,2,13154
2011,31,South Carolina,3,197
2011,31,South Carolina,4,108
2011,31,South Carolina,5,33
2011,31,South Carolina,6,470
2011,31,South Carolina,7,501
2011,31,South Carolina,8,711
2011,31,South Carolina,9,57
2011,31,Virginia,1,58627
2011,31,Virginia,2,15126
2011,31,Virginia,3,303
2011,31,Virginia,4,551
2011,31,Virginia,5,110
2011,31,Virginia,6,3256
2011,31,Virginia,7,1229
2011,31,Virginia,8,1962
2011,31,Virginia,9,201
2011,31,West Virginia,1,17190
2011,31,West Virginia,2,584
2011,31,West Virginia,3,36
2011,31,West Virginia,4,22
2011,31,West Virginia,5,6
2011,31,West Virginia,6,111
2011,31,West Virginia,7,33
2011,31,West Virginia,8,363
2011,31,West Virginia,9,20
2011,32,Alabama,1,34496
2011,32,Alabama,2,12332
2011,32,Alabama,3,261
2011,32,Alabama,4,88
2011,32,Alabama,5,18
2011,32,Alabama,6,370
2011,32,Alabama,7,326
2011,32,Alabama,8,650
2011,32,Alabama,9,38
2011,32,Kentucky,1,39685
2011,32,Kentucky,2,3112
2011,32,Kentucky,3,91
2011,32,Kentucky,4,78
2011,32,Kentucky,5,55
2011,32,Kentucky,6,311
2011,32,Kentucky,7,273
2011,32,Kentucky,8,651
2011,32,Kentucky,9,50
2011,32,Mississippi,1,17578
2011,32,Mississippi,2,11041
2011,32,Mississippi,3,143
2011,32,Mississippi,4,53
2011,32,Mississippi,5,7
2011,32,Mississippi,6,181
2011,32,Mississippi,7,177
2011,32,Mississippi,8,255
2011,32,Mississippi,9,19
2011,32,Tennessee,1,51480
2011,32,Tennessee,2,9267
2011,32,Tennessee,3,169
2011,32,Tennessee,4,145
2011,32,Tennessee,5,29
2011,32,Tennessee,6,645
2011,32,Tennessee,7,696
2011,32,Tennessee,8,1091
2011,32,Tennessee,9,70
2011,33,Arkansas,1,23696
2011,33,Arkansas,2,4373
2011,33,Arkansas,3,180
2011,33,Arkansas,4,52
2011,33,Arkansas,5,8
2011,33,Arkansas,6,220
2011,33,Arkansas,7,345
2011,33,Arkansas,8,506
2011,33,Arkansas,9,27
2011,33,Louisiana,1,28806
2011,33,Louisiana,2,13528
2011,33,Louisiana,3,294
2011,33,Louisiana,4,89
2011,33,Louisiana,5,26
2011,33,Louisiana,6,549
2011,33,Louisiana,7,345
2011,33,Louisiana,8,692
2011,33,Louisiana,9,75
2011,33,Oklahoma,1,27671
2011,33,Oklahoma,2,2246
2011,33,Oklahoma,3,3240
2011,33,Oklahoma,4,117
2011,33,Oklahoma,5,15
2011,33,Oklahoma,6,407
2011,33,Oklahoma,7,776
2011,33,Oklahoma,8,3078
2011,33,Oklahoma,9,100
2011,33,Texas,1,189853
2011,33,Texas,2,25948
2011,33,Texas,3,1356
2011,33,Texas,4,1578
2011,33,Texas,5,148
2011,33,Texas,6,6748
2011,33,Texas,7,14291
2011,33,Texas,8,5323
2011,33,Texas,9,291
2011,41,Arizona,1,49269
2011,41,Arizona,2,2284
2011,41,Arizona,3,6171
2011,41,Arizona,4,356
2011,41,Arizona,5,95
2011,41,Arizona,6,1350
2011,41,Arizona,7,3492
2011,41,Arizona,8,1765
2011,41,Arizona,9,135
2011,41,Colorado,1,43865
2011,41,Colorado,2,1673
2011,41,Colorado,3,608
2011,41,Colorado,4,253
2011,41,Colorado,5,89
2011,41,Colorado,6,980
2011,41,Colorado,7,1701
2011,41,Colorado,8,1540
2011,41,Colorado,9,116
2011,41,Idaho,1,14580
2011,41,Idaho,2,76
2011,41,Idaho,3,329
2011,41,Idaho,4,51
2011,41,Idaho,5,30
2011,41,Idaho,6,94
2011,41,Idaho,7,246
2011,41,Idaho,8,364
2011,41,Idaho,9,12
2011,41,Montana,1,8880
2011,41,Montana,2,36
2011,41,Montana,3,768
2011,41,Montana,4,8
2011,41,Montana,5,9
2011,41,Montana,6,31
2011,41,Montana,7,24
2011,41,Montana,8,196
2011,41,Montana,9,13
2011,41,Nevada,1,18999
2011,41,Nevada,2,1811
2011,41,Nevada,3,795
2011,41,Nevada,4,257
2011,41,Nevada,5,124
2011,41,Nevada,6,1292
2011,41,Nevada,7,1776
2011,41,Nevada,8,966
2011,41,Nevada,9,93
2011,41,New Mexico,1,13166
2011,41,New Mexico,2,352
2011,41,New Mexico,3,3326
2011,41,New Mexico,4,64
2011,41,New Mexico,5,22
2011,41,New Mexico,6,164
2011,41,New Mexico,7,2090
2011,41,New Mexico,8,553
2011,41,New Mexico,9,40
2011,41,Utah,1,25055
2011,41,Utah,2,264
2011,41,Utah,3,341
2011,41,Utah,4,101
2011,41,Utah,5,62
2011,41,Utah,6,531
2011,41,Utah,7,743
2011,41,Utah,8,593
2011,41,Utah,9,61
2011,41,Wyoming,1,5246
2011,41,Wyoming,2,26
2011,41,Wyoming,3,229
2011,41,Wyoming,4,12
2011,41,Wyoming,5,6
2011,41,Wyoming,6,27
2011,41,Wyoming,7,114
2011,41,Wyoming,8,130
2011,41,Wyoming,9,8
2011,42,Alaska,1,3629
2011,42,Alaska,2,112
2011,42,Alaska,3,2460
2011,42,Alaska,4,25
2011,42,Alaska,5,22
2011,42,Alaska,6,268
2011,42,Alaska,7,42
2011,42,Alaska,8,474
2011,42,Alaska,9,28
2011,42,California,1,236901
2011,42,California,2,20368
2011,42,California,3,3562
2011,42,California,4,14064
2011,42,California,5,3157
2011,42,California,6,35512
2011,42,California,7,39274
2011,42,California,8,14554
2011,42,California,9,1417
2011,42,Hawaii,1,3491
2011,42,Hawaii,2,201
2011,42,Hawaii,3,46
2011,42,Hawaii,4,656
2011,42,Hawaii,5,2168
2011,42,Hawaii,6,4172
2011,42,Hawaii,7,157
2011,42,Hawaii,8,2164
2011,42,Hawaii,9,1216
2011,42,Oregon,1,33908
2011,42,Oregon,2,662
2011,42,Oregon,3,662
2011,42,Oregon,4,375
2011,42,Oregon,5,141
2011,42,Oregon,6,1006
2011,42,Oregon,7,946
2011,42,Oregon,8,1236
2011,42,Oregon,9,114
2011,42,Washington,1,56373
2011,42,Washington,2,1906
2011,42,Washington,3,1444
2011,42,Washington,4,1056
2011,42,Washington,5,370
2011,42,Washington,6,3579
2011,42,Washington,7,1895
2011,42,Washington,8,2864
2011,42,Washington,9,275
2012,11,Connecticut,1,29601
2012,11,Connecticut,2,3129
2012,11,Connecticut,3,106
2012,11,Connecticut,4,363
2012,11,Connecticut,5,44
2012,11,Connecticut,6,1017
2012,11,Connecticut,7,1258
2012,11,Connecticut,8,785
2012,11,Connecticut,9,78
2012,11,Maine,1,12540
2012,11,Maine,2,126
2012,11,Maine,3,140
2012,11,Maine,4,24
2012,11,Maine,5,6
2012,11,Maine,6,71
2012,11,Maine,7,21
2012,11,Maine,8,234
2012,11,Maine,9,10
2012,11,Massachusetts,1,56400
2012,11,Massachusetts,2,4239
2012,11,Massachusetts,3,147
2012,11,Massachusetts,4,1386
2012,11,Massachusetts,5,97
2012,11,Massachusetts,6,2216
2012,11,Massachusetts,7,2258
2012,11,Massachusetts,8,1548
2012,11,Massachusetts,9,144
2012,11,New Hampshire,1,12809
2012,11,New Hampshire,2,128
2012,11,New Hampshire,3,23
2012,11,New Hampshire,4,69
2012,11,New Hampshire,5,9
2012,11,New Hampshire,6,152
2012,11,New Hampshire,7,54
2012,11,New Hampshire,8,196
2012,11,New Hampshire,9,29
2012,11,Rhode Island,1,9081
2012,11,Rhode Island,2,582
2012,11,Rhode Island,3,37
2012,11,Rhode Island,4,83
2012,11,Rhode Island,5,7
2012,11,Rhode Island,6,239
2012,11,Rhode Island,7,424
2012,11,Rhode Island,8,274
2012,11,Rhode Island,9,28
2012,11,Vermont,1,6323
2012,11,Vermont,2,37
2012,11,Vermont,3,23
2012,11,Vermont,4,11
2012,11,Vermont,6,47
2012,11,Vermont,7,12
2012,11,Vermont,8,92
2012,11,Vermont,9,8
2012,12,New Jersey,1,63949
2012,12,New Jersey,2,10839
2012,12,New Jersey,3,195
2012,12,New Jersey,4,1449
2012,12,New Jersey,5,160
2012,12,New Jersey,6,5721
2012,12,New Jersey,7,3534
2012,12,New Jersey,8,1926
2012,12,New Jersey,9,230
2012,12,New York,1,139249
2012,12,New York,2,26435
2012,12,New York,3,784
2012,12,New York,4,5786
2012,12,New York,5,325
2012,12,New York,6,7804
2012,12,New York,7,10814
2012,12,New York,8,4586
2012,12,New York,9,531
2012,12,Pennsylvania,1,112635
2012,12,Pennsylvania,2,9538
2012,12,Pennsylvania,3,210
2012,12,Pennsylvania,4,717
2012,12,Pennsylvania,5,53
2012,12,Pennsylvania,6,1966
2012,12,Pennsylvania,7,1303
2012,12,Pennsylvania,8,2010
2012,12,Pennsylvania,9,173
2012,21,Illinois,1,99273
2012,21,Illinois,2,15313
2012,21,Illinois,3,307
2012,21,Illinois,4,1011
2012,21,Illinois,5,182
2012,21,Illinois,6,3874
2012,21,Illinois,7,4631
2012,21,Illinois,8,2421
2012,21,Illinois,9,196
2012,21,Indiana,1,57904
2012,21,Indiana,2,5065
2012,21,Indiana,3,187
2012,21,Indiana,4,237
2012,21,Indiana,5,38
2012,21,Indiana,6,573
2012,21,Indiana,7,1029
2012,21,Indiana,8,1257
2012,21,Indiana,9,80
2012,21,Michigan,1,82938
2012,21,Michigan,2,9933
2012,21,Michigan,3,717
2012,21,Michigan,4,388
2012,21,Michigan,5,85
2012,21,Michigan,6,1482
2012,21,Michigan,7,747
2012,21,Michigan,8,2151
2012,21,Michigan,9,146
2012,21,Ohio,1,99672
2012,21,Ohio,2,12470
2012,21,Ohio,3,255
2012,21,Ohio,4,452
2012,21,Ohio,5,91
2012,21,Ohio,6,1208
2012,21,Ohio,7,746
2012,21,Ohio,8,2145
2012,21,Ohio,9,212
2012,21,Wisconsin,1,53299
2012,21,Wisconsin,2,2342
2012,21,Wisconsin,3,631
2012,21,Wisconsin,4,127
2012,21,Wisconsin,5,20
2012,21,Wisconsin,6,702
2012,21,Wisconsin,7,499
2012,21,Wisconsin,8,815
2012,21,Wisconsin,9,49
2012,22,Iowa,1,29648
2012,22,Iowa,2,596
2012,22,Iowa,3,87
2012,22,Iowa,4,74
2012,22,Iowa,5,13
2012,22,Iowa,6,337
2012,22,Iowa,7,211
2012,22,Iowa,8,457
2012,22,Iowa,9,35
2012,22,Kansas,1,25790
2012,22,Kansas,2,1211
2012,22,Kansas,3,322
2012,22,Kansas,4,104
2012,22,Kansas,5,19
2012,22,Kansas,6,428
2012,22,Kansas,7,455
2012,22,Kansas,8,756
2012,22,Kansas,9,54
2012,22,Minnesota,1,49223
2012,22,Minnesota,2,1498
2012,22,Minnesota,3,749
2012,22,Minnesota,4,179
2012,22,Minnesota,5,23
2012,22,Minnesota,6,1213
2012,22,Minnesota,7,431
2012,22,Minnesota,8,958
2012,22,Minnesota,9,80
2012,22,Missouri,1,52956
2012,22,Missouri,2,5732
2012,22,Missouri,3,266
2012,22,Missouri,4,214
2012,22,Missouri,5,26
2012,22,Missouri,6,626
2012,22,Missouri,7,525
2012,22,Missouri,8,1197
2012,22,Missouri,9,97
2012,22,Nebraska,1,17192
2012,22,Nebraska,2,617
2012,22,Nebraska,3,234
2012,22,Nebraska,4,51
2012,22,Nebraska,5,9
2012,22,Nebraska,6,236
2012,22,Nebraska,7,225
2012,22,Nebraska,8,295
2012,22,Nebraska,9,24
2012,22,North Dakota,1,6392
2012,22,North Dakota,2,64
2012,22,North Dakota,3,494
2012,22,North Dakota,4,10
2012,22,North Dakota,5,1
2012,22,North Dakota,6,22
2012,22,North Dakota,7,38
2012,22,North Dakota,8,95
2012,22,North Dakota,9,6
2012,22,South Dakota,1,7091
2012,22,South Dakota,2,99
2012,22,South Dakota,3,914
2012,22,South Dakota,4,15
2012,22,South Dakota,5,3
2012,22,South Dakota,6,41
2012,22,South Dakota,7,62
2012,22,South Dakota,8,149
2012,22,South Dakota,9,6
2012,31,Delaware,1,6618
2012,31,Delaware,2,1532
2012,31,Delaware,3,33
2012,31,Delaware,4,58
2012,31,Delaware,5,5
2012,31,Delaware,6,211
2012,31,Delaware,7,157
2012,31,Delaware,8,181
2012,31,Delaware,9,20
2012,31,District of Columbia,1,2590
2012,31,District of Columbia,2,3075
2012,31,District of Columbia,3,34
2012,31,District of Columbia,4,53
2012,31,District of Columbia,5,10
2012,31,District of Columbia,6,196
2012,31,District of Columbia,7,205
2012,31,District of Columbia,8,129
2012,31,District of Columbia,9,11
2012,31,Florida,1,149161
2012,31,Florida,2,27826
2012,31,Florida,3,587
2012,31,Florida,4,840
2012,31,Florida,5,137
2012,31,Florida,6,3770
2012,31,Florida,7,3425
2012,31,Florida,8,3952
2012,31,Florida,9,352
2012,31,Georgia,1,62419
2012,31,Georgia,2,26730
2012,31,Georgia,3,284
2012,31,Georgia,4,441
2012,31,Georgia,5,97
2012,31,Georgia,6,2494
2012,31,Georgia,7,1883
2012,31,Georgia,8,1731
2012,31,Georgia,9,149
2012,31,Maryland,1,36974
2012,31,Maryland,2,14970
2012,31,Maryland,3,174
2012,31,Maryland,4,864
2012,31,Maryland,5,59
2012,31,Maryland,6,2442
2012,31,Maryland,7,1192
2012,31,Maryland,8,1585
2012,31,Maryland,9,157
2012,31,North Carolina,1,70484
2012,31,North Carolina,2,19467
2012,31,North Carolina,3,1455
2012,31,North Carolina,4,382
2012,31,North Carolina,5,64
2012,31,North Carolina,6,1712
2012,31,North Carolina,7,1753
2012,31,North Carolina,8,1895
2012,31,North Carolina,9,208
2012,31,South Carolina,1,33018
2012,31,South Carolina,2,12082
2012,31,South Carolina,3,211
2012,31,South Carolina,4,100
2012,31,South Carolina,5,33
2012,31,South Carolina,6,472
2012,31,South Carolina,7,562
2012,31,South Carolina,8,794
2012,31,South Carolina,9,72
2012,31,Virginia,1,59879
2012,31,Virginia,2,14207
2012,31,Virginia,3,287
2012,31,Virginia,4,749
2012,31,Virginia,5,97
2012,31,Virginia,6,3877
2012,31,Virginia,7,1184
2012,31,Virginia,8,2255
2012,31,Virginia,9,289
2012,31,West Virginia,1,17131
2012,31,West Virginia,2,606
2012,31,West Virginia,3,30
2012,31,West Virginia,4,35
2012,31,West Virginia,5,3
2012,31,West Virginia,6,85
2012,31,West Virginia,7,53
2012,31,West Virginia,8,316
2012,31,West Virginia,9,31
2012,32,Alabama,1,34207
2012,32,Alabama,2,11844
2012,32,Alabama,3,275
2012,32,Alabama,4,90
2012,32,Alabama,5,18
2012,32,Alabama,6,378
2012,32,Alabama,7,353
2012,32,Alabama,8,628
2012,32,Alabama,9,26
2012,32,Kentucky,1,40046
2012,32,Kentucky,2,3007
2012,32,Kentucky,3,83
2012,32,Kentucky,4,125
2012,32,Kentucky,5,45
2012,32,Kentucky,6,378
2012,32,Kentucky,7,239
2012,32,Kentucky,8,690
2012,32,Kentucky,9,51
2012,32,Mississippi,1,17504
2012,32,Mississippi,2,11079
2012,32,Mississippi,3,171
2012,32,Mississippi,4,58
2012,32,Mississippi,5,9
2012,32,Mississippi,6,133
2012,32,Mississippi,7,181
2012,32,Mississippi,8,311
2012,32,Mississippi,9,40
2012,32,Tennessee,1,52080
2012,32,Tennessee,2,9320
2012,32,Tennessee,3,179
2012,32,Tennessee,4,172
2012,32,Tennessee,5,52
2012,32,Tennessee,6,741
2012,32,Tennessee,7,558
2012,32,Tennessee,8,1079
2012,32,Tennessee,9,95
2012,33,Arkansas,1,23719
2012,33,Arkansas,2,4135
2012,33,Arkansas,3,179
2012,33,Arkansas,4,37
2012,33,Arkansas,5,2
2012,33,Arkansas,6,292
2012,33,Arkansas,7,319
2012,33,Arkansas,8,506
2012,33,Arkansas,9,35
2012,33,Louisiana,1,29169
2012,33,Louisiana,2,13336
2012,33,Louisiana,3,326
2012,33,Louisiana,4,115
2012,33,Louisiana,5,9
2012,33,Louisiana,6,564
2012,33,Louisiana,7,342
2012,33,Louisiana,8,675
2012,33,Louisiana,9,72
2012,33,Oklahoma,1,26878
2012,33,Oklahoma,2,2138
2012,33,Oklahoma,3,3492
2012,33,Oklahoma,4,105
2012,33,Oklahoma,5,14
2012,33,Oklahoma,6,460
2012,33,Oklahoma,7,758
2012,33,Oklahoma,8,3075
2012,33,Oklahoma,9,176
2012,33,Texas,1,192864
2012,33,Texas,2,25872
2012,33,Texas,3,1506
2012,33,Texas,4,1767
2012,33,Texas,5,206
2012,33,Texas,6,7485
2012,33,Texas,7,13453
2012,33,Texas,8,5541
2012,33,Texas,9,461
2012,41,Arizona,1,50412
2012,41,Arizona,2,2401
2012,41,Arizona,3,5399
2012,41,Arizona,4,347
2012,41,Arizona,5,100
2012,41,Arizona,6,1489
2012,41,Arizona,7,3850
2012,41,Arizona,8,1764
2012,41,Arizona,9,183
2012,41,Colorado,1,44324
2012,41,Colorado,2,1833
2012,41,Colorado,3,551
2012,41,Colorado,4,304
2012,41,Colorado,5,147
2012,41,Colorado,6,923
2012,41,Colorado,7,1636
2012,41,Colorado,8,1464
2012,41,Colorado,9,140
2012,41,Idaho,1,14035
2012,41,Idaho,2,62
2012,41,Idaho,3,318
2012,41,Idaho,4,44
2012,41,Idaho,5,25
2012,41,Idaho,6,110
2012,41,Idaho,7,310
2012,41,Idaho,8,346
2012,41,Idaho,9,43
2012,41,Montana,1,8906
2012,41,Montana,2,20
2012,41,Montana,3,912
2012,41,Montana,4,19
2012,41,Montana,5,4
2012,41,Montana,6,26
2012,41,Montana,7,40
2012,41,Montana,8,212
2012,41,Montana,9,15
2012,41,Nevada,1,19179
2012,41,Nevada,2,1866
2012,41,Nevada,3,653
2012,41,Nevada,4,350
2012,41,Nevada,5,91
2012,41,Nevada,6,1733
2012,41,Nevada,7,1734
2012,41,Nevada,8,974
2012,41,Nevada,9,146
2012,41,New Mexico,1,12974
2012,41,New Mexico,2,326
2012,41,New Mexico,3,3637
2012,41,New Mexico,4,77
2012,41,New Mexico,5,19
2012,41,New Mexico,6,159
2012,41,New Mexico,7,2018
2012,41,New Mexico,8,502
2012,41,New Mexico,9,59
2012,41,Utah,1,25428
2012,41,Utah,2,271
2012,41,Utah,3,390
2012,41,Utah,4,129
2012,41,Utah,5,74
2012,41,Utah,6,534
2012,41,Utah,7,712
2012,41,Utah,8,602
2012,41,Utah,9,59
2012,41,Wyoming,1,5218
2012,41,Wyoming,2,34
2012,41,Wyoming,3,254
2012,41,Wyoming,4,12
2012,41,Wyoming,5,6
2012,41,Wyoming,6,27
2012,41,Wyoming,7,85
2012,41,Wyoming,8,174
2012,41,Wyoming,9,14
2012,42,Alaska,1,3617
2012,42,Alaska,2,105
2012,42,Alaska,3,2376
2012,42,Alaska,4,22
2012,42,Alaska,5,10
2012,42,Alaska,6,280
2012,42,Alaska,7,46
2012,42,Alaska,8,438
2012,42,Alaska,9,52
2012,42,California,1,233425
2012,42,California,2,20146
2012,42,California,3,3746
2012,42,California,4,14059
2012,42,California,5,2882
2012,42,California,6,35827
2012,42,California,7,41043
2012,42,California,8,14832
2012,42,California,9,2087
2012,42,Hawaii,1,3390
2012,42,Hawaii,2,197
2012,42,Hawaii,3,45
2012,42,Hawaii,4,516
2012,42,Hawaii,5,2093
2012,42,Hawaii,6,4393
2012,42,Hawaii,7,119
2012,42,Hawaii,8,1769
2012,42,Hawaii,9,1632
2012,42,Oregon,1,33683
2012,42,Oregon,2,586
2012,42,Oregon,3,617
2012,42,Oregon,4,326
2012,42,Oregon,5,151
2012,42,Oregon,6,1027
2012,42,Oregon,7,855
2012,42,Oregon,8,1346
2012,42,Oregon,9,176
2012,42,Washington,1,55971
2012,42,Washington,2,1852
2012,42,Washington,3,1507
2012,42,Washington,4,1063
2012,42,Washington,5,396
2012,42,Washington,6,3451
2012,42,Washington,7,1713
2012,42,Washington,8,2921
2012,42,Washington,9,427
2013,11,Connecticut,1,29693
2013,11,Connecticut,2,2886
2013,11,Connecticut,3,92
2013,11,Connecticut,4,351
2013,11,Connecticut,5,36
2013,11,Connecticut,6,1099
2013,11,Connecticut,7,1266
2013,11,Connecticut,8,866
2013,11,Connecticut,9,93
2013,11,Maine,1,12348
2013,11,Maine,2,127
2013,11,Maine,3,144
2013,11,Maine,4,19
2013,11,Maine,5,3
2013,11,Maine,6,78
2013,11,Maine,7,26
2013,11,Maine,8,223
2013,11,Maine,9,14
2013,11,Massachusetts,1,56458
2013,11,Massachusetts,2,4169
2013,11,Massachusetts,3,163
2013,11,Massachusetts,4,1504
2013,11,Massachusetts,5,135
2013,11,Massachusetts,6,2136
2013,11,Massachusetts,7,2267
2013,11,Massachusetts,8,1743
2013,11,Massachusetts,9,150
2013,11,New Hampshire,1,12858
2013,11,New Hampshire,2,107
