YEAR,REGION,STATE,CITIZEN,CITIZEN_COUNTS
2018,41,Utah,1,275
2018,41,Utah,2,878
2018,41,Utah,3,1132
2018,41,Wyoming,0,5570
2018,41,Wyoming,1,46
2018,41,Wyoming,2,59
2018,41,Wyoming,3,65
2018,42,Alaska,0,6216
2018,42,Alaska,1,84
2018,42,Alaska,2,241
2018,42,Alaska,3,170
2018,42,California,0,275218
2018,42,California,1,4806
2018,42,California,2,56490
2018,42,California,3,42303
2018,42,Hawaii,0,11683
2018,42,Hawaii,1,292
2018,42,Hawaii,2,1491
2018,42,Hawaii,3,934
2018,42,Oregon,0,38395
2018,42,Oregon,1,425
2018,42,Oregon,2,1701
2018,42,Oregon,3,1596
2018,42,Washington,0,65614
2018,42,Washington,1,1111
2018,42,Washington,2,5069
2018,42,Washington,3,4431
