YEAR,REGION,STATE,AGE,AGE_COUNTS
2011,11,Connecticut,0,276
2011,11,Connecticut,1,359
2011,11,Connecticut,2,324
2011,11,Connecticut,3,378
2011,11,Connecticut,4,400
2011,11,Connecticut,5,382
2011,11,Connecticut,6,394
2011,11,Connecticut,7,400
2011,11,Connecticut,8,448
2011,11,Connecticut,9,454
2011,11,Connecticut,10,470
2011,11,Connecticut,11,462
2011,11,Connecticut,12,440
2011,11,Connecticut,13,469
2011,11,Connecticut,14,447
2011,11,Connecticut,15,532
2011,11,Connecticut,16,491
2011,11,Connecticut,17,513
2011,11,Connecticut,18,576
2011,11,Connecticut,19,614
2011,11,Connecticut,20,573
2011,11,Connecticut,21,495
2011,11,Connecticut,22,429
2011,11,Connecticut,23,394
2011,11,Connecticut,24,342
2011,11,Connecticut,25,354
2011,11,Connecticut,26,346
2011,11,Connecticut,27,317
2011,11,Connecticut,28,369
2011,11,Connecticut,29,353
2011,11,Connecticut,30,385
2011,11,Connecticut,31,357
2011,11,Connecticut,32,346
2011,11,Connecticut,33,339
2011,11,Connecticut,34,364
2011,11,Connecticut,35,383
2011,11,Connecticut,36,385
2011,11,Connecticut,37,379
2011,11,Connecticut,38,389
2011,11,Connecticut,39,397
2011,11,Connecticut,40,490
2011,11,Connecticut,41,512
2011,11,Connecticut,42,472
2011,11,Connecticut,43,505
2011,11,Connecticut,44,455
2011,11,Connecticut,45,532
2011,11,Connecticut,46,565
2011,11,Connecticut,47,584
2011,11,Connecticut,48,577
2011,11,Connecticut,49,595
2011,11,Connecticut,50,679
2011,11,Connecticut,51,575
2011,11,Connecticut,52,576
2011,11,Connecticut,53,624
2011,11,Connecticut,54,587
2011,11,Connecticut,55,606
2011,11,Connecticut,56,555
2011,11,Connecticut,57,568
2011,11,Connecticut,58,522
2011,11,Connecticut,59,532
2011,11,Connecticut,60,526
2011,11,Connecticut,61,495
2011,11,Connecticut,62,466
2011,11,Connecticut,63,457
2011,11,Connecticut,64,542
2011,11,Connecticut,65,392
2011,11,Connecticut,66,370
2011,11,Connecticut,67,370
2011,11,Connecticut,68,380
2011,11,Connecticut,69,317
2011,11,Connecticut,70,298
2011,11,Connecticut,71,279
2011,11,Connecticut,72,275
2011,11,Connecticut,73,221
2011,11,Connecticut,74,225
2011,11,Connecticut,75,241
2011,11,Connecticut,76,227
2011,11,Connecticut,77,231
2011,11,Connecticut,78,231
2011,11,Connecticut,79,214
2011,11,Connecticut,80,224
2011,11,Connecticut,81,187
2011,11,Connecticut,82,202
2011,11,Connecticut,83,190
2011,11,Connecticut,84,171
2011,11,Connecticut,85,169
2011,11,Connecticut,86,153
2011,11,Connecticut,87,142
2011,11,Connecticut,88,138
2011,11,Connecticut,89,110
2011,11,Connecticut,90,95
2011,11,Connecticut,91,108
2011,11,Connecticut,94,256
2011,11,Maine,0,118
2011,11,Maine,1,124
2011,11,Maine,2,137
2011,11,Maine,3,137
2011,11,Maine,4,141
2011,11,Maine,5,150
2011,11,Maine,6,132
2011,11,Maine,7,139
2011,11,Maine,8,129
2011,11,Maine,9,147
2011,11,Maine,10,118
2011,11,Maine,11,141
2011,11,Maine,12,134
2011,11,Maine,13,139
2011,11,Maine,14,164
2011,11,Maine,15,167
2011,11,Maine,16,159
2011,11,Maine,17,153
2011,11,Maine,18,275
2011,11,Maine,19,204
2011,11,Maine,20,171
2011,11,Maine,21,153
2011,11,Maine,22,98
2011,11,Maine,23,126
2011,11,Maine,24,128
2011,11,Maine,25,112
2011,11,Maine,26,128
2011,11,Maine,27,135
2011,11,Maine,28,143
2011,11,Maine,29,136
2011,11,Maine,30,110
2011,11,Maine,31,126
2011,11,Maine,32,132
2011,11,Maine,33,127
2011,11,Maine,34,123
2011,11,Maine,35,128
2011,11,Maine,36,125
2011,11,Maine,37,148
2011,11,Maine,38,128
2011,11,Maine,39,144
2011,11,Maine,40,166
2011,11,Maine,41,167
2011,11,Maine,42,166
2011,11,Maine,43,182
2011,11,Maine,44,188
2011,11,Maine,45,186
2011,11,Maine,46,184
2011,11,Maine,47,212
2011,11,Maine,48,214
2011,11,Maine,49,212
2011,11,Maine,50,199
2011,11,Maine,51,245
2011,11,Maine,52,233
2011,11,Maine,53,226
2011,11,Maine,54,225
2011,11,Maine,55,244
2011,11,Maine,56,218
2011,11,Maine,57,242
2011,11,Maine,58,247
2011,11,Maine,59,212
2011,11,Maine,60,208
2011,11,Maine,61,207
2011,11,Maine,62,255
2011,11,Maine,63,249
2011,11,Maine,64,228
2011,11,Maine,65,175
2011,11,Maine,66,200
2011,11,Maine,67,162
2011,11,Maine,68,169
2011,11,Maine,69,158
2011,11,Maine,70,137
2011,11,Maine,71,133
2011,11,Maine,72,129
2011,11,Maine,73,116
2011,11,Maine,74,99
2011,11,Maine,75,98
2011,11,Maine,76,111
2011,11,Maine,77,97
2011,11,Maine,78,89
2011,11,Maine,79,81
2011,11,Maine,80,73
2011,11,Maine,81,69
2011,11,Maine,82,49
2011,11,Maine,83,78
2011,11,Maine,84,69
2011,11,Maine,85,71
2011,11,Maine,86,57
2011,11,Maine,87,34
2011,11,Maine,88,32
2011,11,Maine,89,21
2011,11,Maine,90,19
2011,11,Maine,91,25
2011,11,Maine,95,70
2011,11,Massachusetts,0,681
2011,11,Massachusetts,1,637
2011,11,Massachusetts,2,656
2011,11,Massachusetts,3,697
2011,11,Massachusetts,4,716
2011,11,Massachusetts,5,747
2011,11,Massachusetts,6,762
2011,11,Massachusetts,7,744
2011,11,Massachusetts,8,741
2011,11,Massachusetts,9,769
2011,11,Massachusetts,10,757
2011,11,Massachusetts,11,820
2011,11,Massachusetts,12,798
2011,11,Massachusetts,13,820
2011,11,Massachusetts,14,865
2011,11,Massachusetts,15,848
2011,11,Massachusetts,16,901
2011,11,Massachusetts,17,912
2011,11,Massachusetts,18,1197
2011,11,Massachusetts,19,1368
2011,11,Massachusetts,20,1347
2011,11,Massachusetts,21,1222
2011,11,Massachusetts,22,905
2011,11,Massachusetts,23,867
2011,11,Massachusetts,24,790
2011,11,Massachusetts,25,830
2011,11,Massachusetts,26,715
2011,11,Massachusetts,27,722
2011,11,Massachusetts,28,767
2011,11,Massachusetts,29,732
2011,11,Massachusetts,30,770
2011,11,Massachusetts,31,795
2011,11,Massachusetts,32,790
2011,11,Massachusetts,33,744
2011,11,Massachusetts,34,729
2011,11,Massachusetts,35,712
2011,11,Massachusetts,36,722
2011,11,Massachusetts,37,738
2011,11,Massachusetts,38,719
2011,11,Massachusetts,39,797
2011,11,Massachusetts,40,897
2011,11,Massachusetts,41,911
2011,11,Massachusetts,42,882
2011,11,Massachusetts,43,919
2011,11,Massachusetts,44,897
2011,11,Massachusetts,45,990
2011,11,Massachusetts,46,993
2011,11,Massachusetts,47,1124
2011,11,Massachusetts,48,1049
2011,11,Massachusetts,49,1107
2011,11,Massachusetts,50,1126
2011,11,Massachusetts,51,1052
2011,11,Massachusetts,52,1053
2011,11,Massachusetts,53,1116
2011,11,Massachusetts,54,1057
2011,11,Massachusetts,55,1114
2011,11,Massachusetts,56,1022
2011,11,Massachusetts,57,974
2011,11,Massachusetts,58,1010
2011,11,Massachusetts,59,927
2011,11,Massachusetts,60,904
2011,11,Massachusetts,61,864
2011,11,Massachusetts,62,865
2011,11,Massachusetts,63,838
2011,11,Massachusetts,64,948
2011,11,Massachusetts,65,705
2011,11,Massachusetts,66,673
2011,11,Massachusetts,67,689
2011,11,Massachusetts,68,665
2011,11,Massachusetts,69,635
2011,11,Massachusetts,70,560
2011,11,Massachusetts,71,528
2011,11,Massachusetts,72,459
2011,11,Massachusetts,73,509
2011,11,Massachusetts,74,441
2011,11,Massachusetts,75,424
2011,11,Massachusetts,76,416
2011,11,Massachusetts,77,413
2011,11,Massachusetts,78,377
2011,11,Massachusetts,79,390
2011,11,Massachusetts,80,365
2011,11,Massachusetts,81,345
2011,11,Massachusetts,82,324
2011,11,Massachusetts,83,329
2011,11,Massachusetts,84,315
2011,11,Massachusetts,85,279
2011,11,Massachusetts,86,252
2011,11,Massachusetts,87,211
2011,11,Massachusetts,88,220
2011,11,Massachusetts,89,231
2011,11,Massachusetts,90,161
2011,11,Massachusetts,94,605
2011,11,New Hampshire,0,113
2011,11,New Hampshire,1,123
2011,11,New Hampshire,2,109
2011,11,New Hampshire,3,134
2011,11,New Hampshire,4,135
2011,11,New Hampshire,5,132
2011,11,New Hampshire,6,139
2011,11,New Hampshire,7,153
2011,11,New Hampshire,8,147
2011,11,New Hampshire,9,143
2011,11,New Hampshire,10,163
2011,11,New Hampshire,11,145
2011,11,New Hampshire,12,161
2011,11,New Hampshire,13,170
2011,11,New Hampshire,14,174
2011,11,New Hampshire,15,172
2011,11,New Hampshire,16,161
2011,11,New Hampshire,17,177
2011,11,New Hampshire,18,227
2011,11,New Hampshire,19,229
2011,11,New Hampshire,20,226
2011,11,New Hampshire,21,201
2011,11,New Hampshire,22,142
2011,11,New Hampshire,23,135
2011,11,New Hampshire,24,102
2011,11,New Hampshire,25,127
2011,11,New Hampshire,26,132
2011,11,New Hampshire,27,104
2011,11,New Hampshire,28,100
2011,11,New Hampshire,29,139
2011,11,New Hampshire,30,124
2011,11,New Hampshire,31,109
2011,11,New Hampshire,32,119
2011,11,New Hampshire,33,129
2011,11,New Hampshire,34,144
2011,11,New Hampshire,35,126
2011,11,New Hampshire,36,145
2011,11,New Hampshire,37,148
2011,11,New Hampshire,38,150
2011,11,New Hampshire,39,161
2011,11,New Hampshire,40,195
2011,11,New Hampshire,41,164
2011,11,New Hampshire,42,193
2011,11,New Hampshire,43,198
2011,11,New Hampshire,44,210
2011,11,New Hampshire,45,176
2011,11,New Hampshire,46,222
2011,11,New Hampshire,47,216
2011,11,New Hampshire,48,232
2011,11,New Hampshire,49,213
2011,11,New Hampshire,50,244
2011,11,New Hampshire,51,229
2011,11,New Hampshire,52,235
2011,11,New Hampshire,53,247
2011,11,New Hampshire,54,262
2011,11,New Hampshire,55,262
2011,11,New Hampshire,56,216
2011,11,New Hampshire,57,236
2011,11,New Hampshire,58,225
2011,11,New Hampshire,59,203
2011,11,New Hampshire,60,220
2011,11,New Hampshire,61,207
2011,11,New Hampshire,62,195
2011,11,New Hampshire,63,190
2011,11,New Hampshire,64,214
2011,11,New Hampshire,65,144
2011,11,New Hampshire,66,171
2011,11,New Hampshire,67,142
2011,11,New Hampshire,68,137
2011,11,New Hampshire,69,126
2011,11,New Hampshire,70,108
2011,11,New Hampshire,71,121
2011,11,New Hampshire,72,110
2011,11,New Hampshire,73,104
2011,11,New Hampshire,74,99
2011,11,New Hampshire,75,84
2011,11,New Hampshire,76,104
2011,11,New Hampshire,77,81
2011,11,New Hampshire,78,67
2011,11,New Hampshire,79,73
2011,11,New Hampshire,80,99
2011,11,New Hampshire,81,61
2011,11,New Hampshire,82,61
2011,11,New Hampshire,83,43
2011,11,New Hampshire,84,65
2011,11,New Hampshire,85,45
2011,11,New Hampshire,86,45
2011,11,New Hampshire,87,43
2011,11,New Hampshire,88,32
2011,11,New Hampshire,89,29
2011,11,New Hampshire,90,25
2011,11,New Hampshire,93,91
2011,11,Rhode Island,0,117
2011,11,Rhode Island,1,102
2011,11,Rhode Island,2,96
2011,11,Rhode Island,3,96
2011,11,Rhode Island,4,122
2011,11,Rhode Island,5,135
2011,11,Rhode Island,6,96
2011,11,Rhode Island,7,117
2011,11,Rhode Island,8,128
2011,11,Rhode Island,9,110
2011,11,Rhode Island,10,133
2011,11,Rhode Island,11,122
2011,11,Rhode Island,12,129
2011,11,Rhode Island,13,122
2011,11,Rhode Island,14,131
2011,11,Rhode Island,15,112
2011,11,Rhode Island,16,125
2011,11,Rhode Island,17,129
2011,11,Rhode Island,18,219
2011,11,Rhode Island,19,215
2011,11,Rhode Island,20,196
2011,11,Rhode Island,21,188
2011,11,Rhode Island,22,149
2011,11,Rhode Island,23,117
2011,11,Rhode Island,24,120
2011,11,Rhode Island,25,105
2011,11,Rhode Island,26,117
2011,11,Rhode Island,27,97
2011,11,Rhode Island,28,128
2011,11,Rhode Island,29,131
2011,11,Rhode Island,30,128
2011,11,Rhode Island,31,118
2011,11,Rhode Island,32,111
2011,11,Rhode Island,33,120
2011,11,Rhode Island,34,123
2011,11,Rhode Island,35,104
2011,11,Rhode Island,36,110
2011,11,Rhode Island,37,118
2011,11,Rhode Island,38,113
2011,11,Rhode Island,39,138
2011,11,Rhode Island,40,139
2011,11,Rhode Island,41,135
2011,11,Rhode Island,42,119
2011,11,Rhode Island,43,126
2011,11,Rhode Island,44,135
2011,11,Rhode Island,45,156
2011,11,Rhode Island,46,122
2011,11,Rhode Island,47,145
2011,11,Rhode Island,48,140
2011,11,Rhode Island,49,168
2011,11,Rhode Island,50,193
2011,11,Rhode Island,51,171
2011,11,Rhode Island,52,172
2011,11,Rhode Island,53,185
2011,11,Rhode Island,54,162
2011,11,Rhode Island,55,157
2011,11,Rhode Island,56,155
2011,11,Rhode Island,57,155
2011,11,Rhode Island,58,168
2011,11,Rhode Island,59,137
2011,11,Rhode Island,60,163
2011,11,Rhode Island,61,136
2011,11,Rhode Island,62,138
2011,11,Rhode Island,63,142
2011,11,Rhode Island,64,149
2011,11,Rhode Island,65,141
2011,11,Rhode Island,66,104
2011,11,Rhode Island,67,103
2011,11,Rhode Island,68,112
2011,11,Rhode Island,69,95
2011,11,Rhode Island,70,82
2011,11,Rhode Island,71,82
2011,11,Rhode Island,72,59
2011,11,Rhode Island,73,80
2011,11,Rhode Island,74,77
2011,11,Rhode Island,75,88
2011,11,Rhode Island,76,70
2011,11,Rhode Island,77,78
2011,11,Rhode Island,78,66
2011,11,Rhode Island,79,58
2011,11,Rhode Island,80,64
2011,11,Rhode Island,81,77
2011,11,Rhode Island,82,54
2011,11,Rhode Island,83,67
2011,11,Rhode Island,84,54
2011,11,Rhode Island,85,51
2011,11,Rhode Island,86,40
2011,11,Rhode Island,87,41
2011,11,Rhode Island,88,46
2011,11,Rhode Island,89,36
2011,11,Rhode Island,90,28
2011,11,Rhode Island,91,28
2011,11,Rhode Island,94,69
2011,11,Vermont,0,42
2011,11,Vermont,1,50
2011,11,Vermont,2,64
2011,11,Vermont,3,57
2011,11,Vermont,4,67
2011,11,Vermont,5,70
2011,11,Vermont,6,57
2011,11,Vermont,7,61
2011,11,Vermont,8,71
2011,11,Vermont,9,74
2011,11,Vermont,10,74
2011,11,Vermont,11,76
2011,11,Vermont,12,89
2011,11,Vermont,13,85
2011,11,Vermont,14,79
2011,11,Vermont,15,103
2011,11,Vermont,16,78
2011,11,Vermont,17,71
2011,11,Vermont,18,118
2011,11,Vermont,19,138
2011,11,Vermont,20,106
2011,11,Vermont,21,90
2011,11,Vermont,22,69
2011,11,Vermont,23,58
2011,11,Vermont,24,65
2011,11,Vermont,25,72
2011,11,Vermont,26,48
2011,11,Vermont,27,63
2011,11,Vermont,28,52
2011,11,Vermont,29,69
2011,11,Vermont,30,55
2011,11,Vermont,31,57
2011,11,Vermont,32,63
2011,11,Vermont,33,62
2011,11,Vermont,34,60
2011,11,Vermont,35,54
2011,11,Vermont,36,65
2011,11,Vermont,37,72
2011,11,Vermont,38,73
2011,11,Vermont,39,72
2011,11,Vermont,40,89
2011,11,Vermont,41,84
2011,11,Vermont,42,71
2011,11,Vermont,43,85
2011,11,Vermont,44,93
2011,11,Vermont,45,104
2011,11,Vermont,46,104
2011,11,Vermont,47,98
2011,11,Vermont,48,109
2011,11,Vermont,49,112
2011,11,Vermont,50,128
2011,11,Vermont,51,89
2011,11,Vermont,52,107
2011,11,Vermont,53,107
2011,11,Vermont,54,119
2011,11,Vermont,55,113
2011,11,Vermont,56,115
2011,11,Vermont,57,122
2011,11,Vermont,58,101
2011,11,Vermont,59,117
2011,11,Vermont,60,105
2011,11,Vermont,61,101
2011,11,Vermont,62,109
2011,11,Vermont,63,97
2011,11,Vermont,64,98
2011,11,Vermont,65,79
2011,11,Vermont,66,84
2011,11,Vermont,67,83
2011,11,Vermont,68,74
2011,11,Vermont,69,71
2011,11,Vermont,70,75
2011,11,Vermont,71,53
2011,11,Vermont,72,43
2011,11,Vermont,73,43
2011,11,Vermont,74,62
2011,11,Vermont,75,52
2011,11,Vermont,76,48
2011,11,Vermont,77,38
2011,11,Vermont,78,28
2011,11,Vermont,79,47
2011,11,Vermont,80,42
2011,11,Vermont,81,35
2011,11,Vermont,82,30
2011,11,Vermont,83,21
2011,11,Vermont,84,21
2011,11,Vermont,85,22
2011,11,Vermont,86,15
2011,11,Vermont,87,16
2011,11,Vermont,88,20
2011,11,Vermont,89,21
2011,11,Vermont,93,59
2011,12,New Jersey,0,872
2011,12,New Jersey,1,963
2011,12,New Jersey,2,948
2011,12,New Jersey,3,1032
2011,12,New Jersey,4,1064
2011,12,New Jersey,5,1098
2011,12,New Jersey,6,1030
2011,12,New Jersey,7,1033
2011,12,New Jersey,8,1123
2011,12,New Jersey,9,1063
2011,12,New Jersey,10,1056
2011,12,New Jersey,11,1166
2011,12,New Jersey,12,1115
2011,12,New Jersey,13,1181
2011,12,New Jersey,14,1149
2011,12,New Jersey,15,1198
2011,12,New Jersey,16,1234
2011,12,New Jersey,17,1216
2011,12,New Jersey,18,1269
2011,12,New Jersey,19,1137
2011,12,New Jersey,20,1134
2011,12,New Jersey,21,1024
2011,12,New Jersey,22,1008
2011,12,New Jersey,23,974
2011,12,New Jersey,24,952
2011,12,New Jersey,25,966
2011,12,New Jersey,26,932
2011,12,New Jersey,27,875
2011,12,New Jersey,28,949
2011,12,New Jersey,29,971
2011,12,New Jersey,30,1006
2011,12,New Jersey,31,1008
2011,12,New Jersey,32,1015
2011,12,New Jersey,33,975
2011,12,New Jersey,34,1040
2011,12,New Jersey,35,950
2011,12,New Jersey,36,1036
2011,12,New Jersey,37,1021
2011,12,New Jersey,38,1080
2011,12,New Jersey,39,1112
2011,12,New Jersey,40,1356
2011,12,New Jersey,41,1240
2011,12,New Jersey,42,1219
2011,12,New Jersey,43,1195
2011,12,New Jersey,44,1215
2011,12,New Jersey,45,1264
2011,12,New Jersey,46,1331
2011,12,New Jersey,47,1442
2011,12,New Jersey,48,1386
2011,12,New Jersey,49,1370
2011,12,New Jersey,50,1498
2011,12,New Jersey,51,1350
2011,12,New Jersey,52,1360
2011,12,New Jersey,53,1377
2011,12,New Jersey,54,1383
2011,12,New Jersey,55,1378
2011,12,New Jersey,56,1291
2011,12,New Jersey,57,1289
2011,12,New Jersey,58,1236
2011,12,New Jersey,59,1204
2011,12,New Jersey,60,1164
2011,12,New Jersey,61,1093
2011,12,New Jersey,62,1109
2011,12,New Jersey,63,1179
2011,12,New Jersey,64,1124
2011,12,New Jersey,65,980
2011,12,New Jersey,66,854
2011,12,New Jersey,67,800
2011,12,New Jersey,68,855
2011,12,New Jersey,69,780
2011,12,New Jersey,70,731
2011,12,New Jersey,71,689
2011,12,New Jersey,72,631
2011,12,New Jersey,73,605
2011,12,New Jersey,74,543
2011,12,New Jersey,75,556
2011,12,New Jersey,76,486
2011,12,New Jersey,77,462
2011,12,New Jersey,78,485
2011,12,New Jersey,79,488
2011,12,New Jersey,80,476
2011,12,New Jersey,81,451
2011,12,New Jersey,82,443
2011,12,New Jersey,83,410
2011,12,New Jersey,84,417
2011,12,New Jersey,85,351
2011,12,New Jersey,86,309
2011,12,New Jersey,87,274
2011,12,New Jersey,88,272
2011,12,New Jersey,89,213
2011,12,New Jersey,90,193
2011,12,New Jersey,93,585
2011,12,New York,0,1982
2011,12,New York,1,2053
2011,12,New York,2,2147
2011,12,New York,3,2131
2011,12,New York,4,2179
2011,12,New York,5,2155
2011,12,New York,6,2201
2011,12,New York,7,2187
2011,12,New York,8,2230
2011,12,New York,9,2148
2011,12,New York,10,2339
2011,12,New York,11,2295
2011,12,New York,12,2341
2011,12,New York,13,2364
2011,12,New York,14,2485
2011,12,New York,15,2564
2011,12,New York,16,2653
2011,12,New York,17,2687
2011,12,New York,18,3245
2011,12,New York,19,3423
2011,12,New York,20,3116
2011,12,New York,21,2859
2011,12,New York,22,2636
2011,12,New York,23,2399
2011,12,New York,24,2364
2011,12,New York,25,2425
2011,12,New York,26,2264
2011,12,New York,27,2295
2011,12,New York,28,2381
2011,12,New York,29,2185
2011,12,New York,30,2352
2011,12,New York,31,2191
2011,12,New York,32,2224
2011,12,New York,33,2291
2011,12,New York,34,2214
2011,12,New York,35,2242
2011,12,New York,36,2136
2011,12,New York,37,2106
2011,12,New York,38,2170
2011,12,New York,39,2254
2011,12,New York,40,2777
2011,12,New York,41,2513
2011,12,New York,42,2433
2011,12,New York,43,2510
2011,12,New York,44,2498
2011,12,New York,45,2841
2011,12,New York,46,2903
2011,12,New York,47,2921
2011,12,New York,48,2978
2011,12,New York,49,3012
2011,12,New York,50,3160
2011,12,New York,51,2970
2011,12,New York,52,2986
2011,12,New York,53,2985
2011,12,New York,54,2943
2011,12,New York,55,2989
2011,12,New York,56,2878
2011,12,New York,57,2784
2011,12,New York,58,2704
2011,12,New York,59,2618
2011,12,New York,60,2616
2011,12,New York,61,2458
2011,12,New York,62,2541
2011,12,New York,63,2446
2011,12,New York,64,2545
2011,12,New York,65,2097
2011,12,New York,66,1981
2011,12,New York,67,1932
2011,12,New York,68,1966
2011,12,New York,69,1779
2011,12,New York,70,1676
2011,12,New York,71,1462
2011,12,New York,72,1417
2011,12,New York,73,1387
2011,12,New York,74,1311
2011,12,New York,75,1284
2011,12,New York,76,1210
2011,12,New York,77,1187
2011,12,New York,78,1099
2011,12,New York,79,1072
2011,12,New York,80,1087
2011,12,New York,81,1064
2011,12,New York,82,1048
2011,12,New York,83,971
2011,12,New York,84,883
2011,12,New York,85,781
2011,12,New York,86,779
2011,12,New York,87,694
2011,12,New York,88,570
2011,12,New York,89,524
2011,12,New York,90,464
2011,12,New York,94,1527
2011,12,Pennsylvania,0,1199
2011,12,Pennsylvania,1,1198
2011,12,Pennsylvania,2,1333
2011,12,Pennsylvania,3,1406
2011,12,Pennsylvania,4,1316
2011,12,Pennsylvania,5,1376
2011,12,Pennsylvania,6,1382
2011,12,Pennsylvania,7,1375
2011,12,Pennsylvania,8,1459
2011,12,Pennsylvania,9,1437
2011,12,Pennsylvania,10,1445
2011,12,Pennsylvania,11,1543
2011,12,Pennsylvania,12,1484
2011,12,Pennsylvania,13,1552
2011,12,Pennsylvania,14,1561
2011,12,Pennsylvania,15,1618
2011,12,Pennsylvania,16,1665
2011,12,Pennsylvania,17,1656
2011,12,Pennsylvania,18,2180
2011,12,Pennsylvania,19,2318
2011,12,Pennsylvania,20,2057
2011,12,Pennsylvania,21,1726
2011,12,Pennsylvania,22,1479
2011,12,Pennsylvania,23,1389
2011,12,Pennsylvania,24,1324
2011,12,Pennsylvania,25,1319
2011,12,Pennsylvania,26,1289
2011,12,Pennsylvania,27,1298
2011,12,Pennsylvania,28,1344
2011,12,Pennsylvania,29,1318
2011,12,Pennsylvania,30,1391
2011,12,Pennsylvania,31,1332
2011,12,Pennsylvania,32,1367
2011,12,Pennsylvania,33,1427
2011,12,Pennsylvania,34,1273
2011,12,Pennsylvania,35,1393
2011,12,Pennsylvania,36,1324
2011,12,Pennsylvania,37,1329
2011,12,Pennsylvania,38,1400
2011,12,Pennsylvania,39,1459
2011,12,Pennsylvania,40,1721
2011,12,Pennsylvania,41,1576
2011,12,Pennsylvania,42,1554
2011,12,Pennsylvania,43,1615
2011,12,Pennsylvania,44,1640
2011,12,Pennsylvania,45,1806
2011,12,Pennsylvania,46,1779
2011,12,Pennsylvania,47,1893
2011,12,Pennsylvania,48,1892
2011,12,Pennsylvania,49,1894
2011,12,Pennsylvania,50,2163
2011,12,Pennsylvania,51,1958
2011,12,Pennsylvania,52,1994
2011,12,Pennsylvania,53,2083
2011,12,Pennsylvania,54,2156
2011,12,Pennsylvania,55,2053
2011,12,Pennsylvania,56,2076
2011,12,Pennsylvania,57,2010
2011,12,Pennsylvania,58,1920
2011,12,Pennsylvania,59,1880
2011,12,Pennsylvania,60,1854
2011,12,Pennsylvania,61,1790
2011,12,Pennsylvania,62,1792
2011,12,Pennsylvania,63,1682
2011,12,Pennsylvania,64,1836
2011,12,Pennsylvania,65,1428
2011,12,Pennsylvania,66,1335
2011,12,Pennsylvania,67,1362
2011,12,Pennsylvania,68,1391
2011,12,Pennsylvania,69,1227
2011,12,Pennsylvania,70,1204
2011,12,Pennsylvania,71,1008
2011,12,Pennsylvania,72,1049
2011,12,Pennsylvania,73,1001
2011,12,Pennsylvania,74,1038
2011,12,Pennsylvania,75,973
2011,12,Pennsylvania,76,909
2011,12,Pennsylvania,77,838
2011,12,Pennsylvania,78,793
2011,12,Pennsylvania,79,864
2011,12,Pennsylvania,80,822
2011,12,Pennsylvania,81,833
2011,12,Pennsylvania,82,747
2011,12,Pennsylvania,83,731
2011,12,Pennsylvania,84,684
2011,12,Pennsylvania,85,686
2011,12,Pennsylvania,86,587
2011,12,Pennsylvania,87,522
2011,12,Pennsylvania,88,428
2011,12,Pennsylvania,89,375
2011,12,Pennsylvania,90,316
2011,12,Pennsylvania,94,1020
2011,21,Illinois,0,1277
2011,21,Illinois,1,1370
2011,21,Illinois,2,1369
2011,21,Illinois,3,1516
2011,21,Illinois,4,1469
2011,21,Illinois,5,1500
2011,21,Illinois,6,1449
2011,21,Illinois,7,1555
2011,21,Illinois,8,1541
2011,21,Illinois,9,1607
2011,21,Illinois,10,1559
2011,21,Illinois,11,1645
2011,21,Illinois,12,1655
2011,21,Illinois,13,1582
2011,21,Illinois,14,1666
2011,21,Illinois,15,1697
2011,21,Illinois,16,1792
2011,21,Illinois,17,1804
2011,21,Illinois,18,1829
2011,21,Illinois,19,1834
2011,21,Illinois,20,1734
2011,21,Illinois,21,1673
2011,21,Illinois,22,1476
2011,21,Illinois,23,1524
2011,21,Illinois,24,1430
2011,21,Illinois,25,1511
2011,21,Illinois,26,1393
2011,21,Illinois,27,1440
2011,21,Illinois,28,1544
2011,21,Illinois,29,1513
2011,21,Illinois,30,1594
2011,21,Illinois,31,1629
2011,21,Illinois,32,1445
2011,21,Illinois,33,1436
2011,21,Illinois,34,1487
2011,21,Illinois,35,1473
2011,21,Illinois,36,1446
2011,21,Illinois,37,1373
2011,21,Illinois,38,1504
2011,21,Illinois,39,1508
2011,21,Illinois,40,1698
2011,21,Illinois,41,1554
2011,21,Illinois,42,1580
2011,21,Illinois,43,1618
2011,21,Illinois,44,1555
2011,21,Illinois,45,1724
2011,21,Illinois,46,1741
2011,21,Illinois,47,1879
2011,21,Illinois,48,1821
2011,21,Illinois,49,1948
2011,21,Illinois,50,2026
2011,21,Illinois,51,1933
2011,21,Illinois,52,1932
2011,21,Illinois,53,1999
2011,21,Illinois,54,2047
2011,21,Illinois,55,1900
2011,21,Illinois,56,1842
2011,21,Illinois,57,1892
2011,21,Illinois,58,1815
2011,21,Illinois,59,1731
2011,21,Illinois,60,1787
2011,21,Illinois,61,1641
2011,21,Illinois,62,1644
2011,21,Illinois,63,1619
2011,21,Illinois,64,1661
2011,21,Illinois,65,1197
2011,21,Illinois,66,1130
2011,21,Illinois,67,1244
2011,21,Illinois,68,1314
2011,21,Illinois,69,1078
2011,21,Illinois,70,1024
2011,21,Illinois,71,951
2011,21,Illinois,72,964
2011,21,Illinois,73,909
2011,21,Illinois,74,821
2011,21,Illinois,75,832
2011,21,Illinois,76,815
2011,21,Illinois,77,760
2011,21,Illinois,78,683
2011,21,Illinois,79,689
2011,21,Illinois,80,674
2011,21,Illinois,81,613
2011,21,Illinois,82,620
2011,21,Illinois,83,560
2011,21,Illinois,84,564
2011,21,Illinois,85,510
2011,21,Illinois,86,423
2011,21,Illinois,87,394
2011,21,Illinois,88,341
2011,21,Illinois,89,325
2011,21,Illinois,90,272
2011,21,Illinois,94,891
2011,21,Indiana,0,684
2011,21,Indiana,1,726
