YEAR,REGION,STATE,CIHISPEED,CIHISPEED_COUNTS
2018,11,Maine,10.0,9258
2018,11,Maine,20.0,1886
2018,11,Massachusetts,0.0,9732
2018,11,Massachusetts,10.0,54395
2018,11,Massachusetts,20.0,6004
2018,11,New Hampshire,0.0,1653
2018,11,New Hampshire,10.0,10713
2018,11,New Hampshire,20.0,1414
2018,11,Rhode Island,0.0,1538
2018,11,Rhode Island,10.0,7911
2018,11,Rhode Island,20.0,1040
2018,11,Vermont,0.0,1056
2018,11,Vermont,10.0,4522
2018,11,Vermont,20.0,858
2018,12,New Jersey,0.0,10244
2018,12,New Jersey,10.0,69992
2018,12,New Jersey,20.0,8350
2018,12,New York,0.0,28947
2018,12,New York,10.0,143589
2018,12,New York,20.0,24431
2018,12,Pennsylvania,0.0,20958
2018,12,Pennsylvania,10.0,92012
2018,12,Pennsylvania,20.0,16096
2018,21,Illinois,0.0,16861
2018,21,Illinois,10.0,90012
2018,21,Illinois,20.0,19583
2018,21,Indiana,0.0,11041
2018,21,Indiana,10.0,44540
2018,21,Indiana,20.0,12099
2018,21,Michigan,0.0,14411
2018,21,Michigan,10.0,65020
2018,21,Michigan,20.0,19988
2018,21,Ohio,0.0,17741
2018,21,Ohio,10.0,85367
2018,21,Ohio,20.0,15978
2018,21,Wisconsin,0.0,9111
2018,21,Wisconsin,10.0,38444
2018,21,Wisconsin,20.0,12278
2018,22,Iowa,0.0,5239
2018,22,Iowa,10.0,21280
2018,22,Iowa,20.0,5843
2018,22,Kansas,0.0,4440
2018,22,Kansas,10.0,20034
2018,22,Kansas,20.0,5093
2018,22,Minnesota,0.0,7629
2018,22,Minnesota,10.0,37669
2018,22,Minnesota,20.0,10485
2018,22,Missouri,0.0,10624
2018,22,Missouri,10.0,39237
2018,22,Missouri,20.0,12555
2018,22,Nebraska,0.0,2836
2018,22,Nebraska,10.0,13284
2018,22,Nebraska,20.0,3331
2018,22,North Dakota,0.0,1458
2018,22,North Dakota,10.0,5537
2018,22,North Dakota,20.0,881
2018,22,South Dakota,0.0,1644
2018,22,South Dakota,10.0,6021
2018,22,South Dakota,20.0,1321
2018,31,Delaware,0.0,1121
2018,31,Delaware,10.0,6863
2018,31,Delaware,20.0,1139
2018,31,District of Columbia,0.0,1071
2018,31,District of Columbia,10.0,4876
2018,31,District of Columbia,20.0,602
2018,31,Florida,0.0,27164
2018,31,Florida,10.0,149911
2018,31,Florida,20.0,25085
2018,31,Georgia,0.0,15552
2018,31,Georgia,10.0,69911
2018,31,Georgia,20.0,15392
2018,31,Maryland,0.0,6983
2018,31,Maryland,10.0,46205
2018,31,Maryland,20.0,6652
2018,31,North Carolina,0.0,16365
2018,31,North Carolina,10.0,72669
2018,31,North Carolina,20.0,13489
2018,31,South Carolina,0.0,8636
2018,31,South Carolina,10.0,33106
2018,31,South Carolina,20.0,8076
2018,31,Virginia,0.0,11206
2018,31,Virginia,10.0,61570
2018,31,Virginia,20.0,11979
2018,31,West Virginia,0.0,3498
2018,31,West Virginia,10.0,11800
2018,31,West Virginia,20.0,2768
2018,32,Alabama,0.0,8829
2018,32,Alabama,10.0,28952
2018,32,Alabama,20.0,9996
2018,32,Kentucky,0.0,7864
2018,32,Kentucky,10.0,30264
2018,32,Kentucky,20.0,7347
2018,32,Mississippi,0.0,6483
2018,32,Mississippi,10.0,14955
2018,32,Mississippi,20.0,7686
2018,32,Tennessee,0.0,10800
2018,32,Tennessee,10.0,44980
2018,32,Tennessee,20.0,12170
2018,33,Arkansas,0.0,6316
2018,33,Arkansas,10.0,16593
2018,33,Arkansas,20.0,7594
2018,33,Louisiana,0.0,8435
2018,33,Louisiana,10.0,26978
2018,33,Louisiana,20.0,8176
2018,33,Oklahoma,0.0,7853
2018,33,Oklahoma,10.0,20192
2018,33,Oklahoma,20.0,9603
2018,33,Texas,0.0,39322
2018,33,Texas,10.0,178669
2018,33,Texas,20.0,50109
2018,41,Arizona,0.0,10634
2018,41,Arizona,10.0,48502
2018,41,Arizona,20.0,10854
2018,41,Colorado,0.0,5828
2018,41,Colorado,10.0,42910
2018,41,Colorado,20.0,7190
2018,41,Idaho,0.0,2164
2018,41,Idaho,10.0,10885
2018,41,Idaho,20.0,3662
2018,41,Montana,0.0,1667
2018,41,Montana,10.0,6668
2018,41,Montana,20.0,2001
2018,41,Nevada,0.0,3213
2018,41,Nevada,10.0,21779
2018,41,Nevada,20.0,3935
2018,41,New Mexico,0.0,4705
2018,41,New Mexico,10.0,10915
2018,41,New Mexico,20.0,3627
2018,41,Utah,0.0,3168
2018,41,Utah,10.0,24396
2018,41,Utah,20.0,4039
2018,41,Wyoming,0.0,843
2018,41,Wyoming,10.0,3777
2018,41,Wyoming,20.0,1120
2018,42,Alaska,0.0,1540
2018,42,Alaska,10.0,3791
2018,42,Alaska,20.0,1380
2018,42,California,0.0,44209
2018,42,California,10.0,283520
2018,42,California,20.0,51088
2018,42,Hawaii,0.0,2007
2018,42,Hawaii,10.0,10902
2018,42,Hawaii,20.0,1491
2018,42,Oregon,0.0,5016
2018,42,Oregon,10.0,30871
2018,42,Oregon,20.0,6230
2018,42,Washington,0.0,7932
2018,42,Washington,10.0,59049
2018,42,Washington,20.0,9244
