YEAR,REGION,STATE,OCC2010,OCC2010_COUNTS
2011,32,Alabama,5700,731
2011,32,Alabama,5800,12
2011,32,Alabama,5810,69
2011,32,Alabama,5820,75
2011,32,Alabama,5840,52
2011,32,Alabama,5850,9
2011,32,Alabama,5860,233
2011,32,Alabama,5900,11
2011,32,Alabama,5910,2
2011,32,Alabama,5920,2
2011,32,Alabama,5940,72
2011,32,Alabama,6005,8
2011,32,Alabama,6010,9
2011,32,Alabama,6040,11
2011,32,Alabama,6050,105
2011,32,Alabama,6100,16
2011,32,Alabama,6120,2
2011,32,Alabama,6130,51
2011,32,Alabama,6200,162
2011,32,Alabama,6210,11
2011,32,Alabama,6220,52
2011,32,Alabama,6230,201
2011,32,Alabama,6240,39
2011,32,Alabama,6250,13
2011,32,Alabama,6260,303
2011,32,Alabama,6300,5
2011,32,Alabama,6320,94
2011,32,Alabama,6330,23
2011,32,Alabama,6355,145
2011,32,Alabama,6360,7
2011,32,Alabama,6400,6
2011,32,Alabama,6420,102
2011,32,Alabama,6430,2
2011,32,Alabama,6440,113
2011,32,Alabama,6460,2
2011,32,Alabama,6500,1
2011,32,Alabama,6515,52
2011,32,Alabama,6520,32
2011,32,Alabama,6530,14
2011,32,Alabama,6600,12
2011,32,Alabama,6660,18
2011,32,Alabama,6700,1
2011,32,Alabama,6710,3
2011,32,Alabama,6720,9
2011,32,Alabama,6730,22
2011,32,Alabama,6740,2
2011,32,Alabama,6765,7
2011,32,Alabama,6800,2
2011,32,Alabama,6820,2
2011,32,Alabama,6830,11
2011,32,Alabama,6840,22
2011,32,Alabama,6940,6
2011,32,Alabama,7000,72
2011,32,Alabama,7010,30
2011,32,Alabama,7020,39
2011,32,Alabama,7030,11
2011,32,Alabama,7040,9
2011,32,Alabama,7100,8
2011,32,Alabama,7110,3
2011,32,Alabama,7120,14
2011,32,Alabama,7130,9
2011,32,Alabama,7140,67
2011,32,Alabama,7150,41
2011,32,Alabama,7160,6
2011,32,Alabama,7200,136
2011,32,Alabama,7210,58
2011,32,Alabama,7220,41
2011,32,Alabama,7240,13
2011,32,Alabama,7260,23
2011,32,Alabama,7300,5
2011,32,Alabama,7315,65
2011,32,Alabama,7320,7
2011,32,Alabama,7330,96
2011,32,Alabama,7340,97
2011,32,Alabama,7350,10
2011,32,Alabama,7360,22
2011,32,Alabama,7410,25
2011,32,Alabama,7420,26
2011,32,Alabama,7430,18
2011,32,Alabama,7510,14
2011,32,Alabama,7540,6
2011,32,Alabama,7550,3
2011,32,Alabama,7560,2
2011,32,Alabama,7610,5
2011,32,Alabama,7630,47
2011,32,Alabama,7700,235
2011,32,Alabama,7710,1
2011,32,Alabama,7720,24
2011,32,Alabama,7730,5
2011,32,Alabama,7740,5
2011,32,Alabama,7750,249
2011,32,Alabama,7800,20
2011,32,Alabama,7810,70
2011,32,Alabama,7840,21
2011,32,Alabama,7850,5
2011,32,Alabama,7855,30
2011,32,Alabama,7900,10
2011,32,Alabama,7920,1
2011,32,Alabama,7930,1
2011,32,Alabama,7940,1
2011,32,Alabama,7950,36
2011,32,Alabama,7960,1
2011,32,Alabama,8000,15
2011,32,Alabama,8010,3
2011,32,Alabama,8030,68
2011,32,Alabama,8040,10
2011,32,Alabama,8060,1
2011,32,Alabama,8100,17
2011,32,Alabama,8130,8
2011,32,Alabama,8140,179
2011,32,Alabama,8150,4
2011,32,Alabama,8200,1
2011,32,Alabama,8210,4
2011,32,Alabama,8220,108
2011,32,Alabama,8230,34
2011,32,Alabama,8250,5
2011,32,Alabama,8300,45
2011,32,Alabama,8310,15
2011,32,Alabama,8320,93
2011,32,Alabama,8330,2
2011,32,Alabama,8340,1
2011,32,Alabama,8350,18
2011,32,Alabama,8400,5
2011,32,Alabama,8410,10
2011,32,Alabama,8420,9
2011,32,Alabama,8450,5
2011,32,Alabama,8460,10
2011,32,Alabama,8500,21
2011,32,Alabama,8510,2
2011,32,Alabama,8530,13
2011,32,Alabama,8540,8
2011,32,Alabama,8550,5
2011,32,Alabama,8600,17
2011,32,Alabama,8610,12
2011,32,Alabama,8620,22
2011,32,Alabama,8630,12
2011,32,Alabama,8640,18
2011,32,Alabama,8650,28
2011,32,Alabama,8710,21
2011,32,Alabama,8720,6
2011,32,Alabama,8730,1
2011,32,Alabama,8740,172
2011,32,Alabama,8750,5
2011,32,Alabama,8760,21
2011,32,Alabama,8800,60
2011,32,Alabama,8810,43
2011,32,Alabama,8830,8
2011,32,Alabama,8850,5
2011,32,Alabama,8860,2
2011,32,Alabama,8910,1
2011,32,Alabama,8920,5
2011,32,Alabama,8930,15
2011,32,Alabama,8940,16
2011,32,Alabama,8950,13
2011,32,Alabama,8965,239
2011,32,Alabama,9000,37
2011,32,Alabama,9030,46
2011,32,Alabama,9040,17
2011,32,Alabama,9050,6
2011,32,Alabama,9100,124
2011,32,Alabama,9130,725
2011,32,Alabama,9140,25
2011,32,Alabama,9150,19
2011,32,Alabama,9200,11
2011,32,Alabama,9230,1
2011,32,Alabama,9240,10
2011,32,Alabama,9260,1
2011,32,Alabama,9300,8
2011,32,Alabama,9310,13
2011,32,Alabama,9350,8
2011,32,Alabama,9360,35
2011,32,Alabama,9410,12
2011,32,Alabama,9420,2
2011,32,Alabama,9510,33
2011,32,Alabama,9520,12
2011,32,Alabama,9560,7
2011,32,Alabama,9600,143
2011,32,Alabama,9610,95
2011,32,Alabama,9620,489
2011,32,Alabama,9630,7
2011,32,Alabama,9640,76
2011,32,Alabama,9650,2
2011,32,Alabama,9720,24
2011,32,Alabama,9750,17
2011,32,Alabama,9800,8
2011,32,Alabama,9810,10
2011,32,Alabama,9820,18
2011,32,Alabama,9830,49
2011,32,Alabama,9920,22116
2011,32,Kentucky,10,139
2011,32,Kentucky,20,156
2011,32,Kentucky,30,88
2011,32,Kentucky,100,11
2011,32,Kentucky,110,56
2011,32,Kentucky,120,130
2011,32,Kentucky,130,58
2011,32,Kentucky,140,47
2011,32,Kentucky,150,17
2011,32,Kentucky,160,25
2011,32,Kentucky,205,191
2011,32,Kentucky,220,69
2011,32,Kentucky,230,135
2011,32,Kentucky,300,8
2011,32,Kentucky,310,162
2011,32,Kentucky,330,1
2011,32,Kentucky,350,89
2011,32,Kentucky,360,2
2011,32,Kentucky,410,59
2011,32,Kentucky,420,33
2011,32,Kentucky,430,415
2011,32,Kentucky,500,2
2011,32,Kentucky,510,1
2011,32,Kentucky,520,19
2011,32,Kentucky,530,42
2011,32,Kentucky,540,49
2011,32,Kentucky,560,32
2011,32,Kentucky,600,11
2011,32,Kentucky,620,95
2011,32,Kentucky,700,6
2011,32,Kentucky,710,64
2011,32,Kentucky,720,25
2011,32,Kentucky,730,54
2011,32,Kentucky,800,213
2011,32,Kentucky,810,11
2011,32,Kentucky,820,4
2011,32,Kentucky,830,7
2011,32,Kentucky,840,4
2011,32,Kentucky,850,43
2011,32,Kentucky,860,9
2011,32,Kentucky,910,44
2011,32,Kentucky,930,19
2011,32,Kentucky,940,21
2011,32,Kentucky,950,2
2011,32,Kentucky,1000,119
2011,32,Kentucky,1010,61
2011,32,Kentucky,1020,43
2011,32,Kentucky,1050,67
2011,32,Kentucky,1060,8
2011,32,Kentucky,1100,22
2011,32,Kentucky,1200,8
2011,32,Kentucky,1220,8
2011,32,Kentucky,1240,3
2011,32,Kentucky,1300,18
2011,32,Kentucky,1310,8
2011,32,Kentucky,1320,3
2011,32,Kentucky,1350,7
2011,32,Kentucky,1360,36
2011,32,Kentucky,1400,10
2011,32,Kentucky,1410,23
2011,32,Kentucky,1420,5
2011,32,Kentucky,1430,34
2011,32,Kentucky,1440,3
2011,32,Kentucky,1450,2
2011,32,Kentucky,1460,30
2011,32,Kentucky,1520,4
2011,32,Kentucky,1530,43
2011,32,Kentucky,1540,27
2011,32,Kentucky,1550,52
2011,32,Kentucky,1560,7
2011,32,Kentucky,1600,3
2011,32,Kentucky,1610,4
2011,32,Kentucky,1640,4
2011,32,Kentucky,1650,6
2011,32,Kentucky,1710,1
2011,32,Kentucky,1720,8
2011,32,Kentucky,1740,11
2011,32,Kentucky,1760,13
2011,32,Kentucky,1800,3
2011,32,Kentucky,1820,16
2011,32,Kentucky,1830,1
2011,32,Kentucky,1840,5
2011,32,Kentucky,1900,2
2011,32,Kentucky,1920,13
2011,32,Kentucky,1930,3
2011,32,Kentucky,1960,27
2011,32,Kentucky,2000,108
2011,32,Kentucky,2010,159
2011,32,Kentucky,2020,14
2011,32,Kentucky,2040,112
2011,32,Kentucky,2050,2
2011,32,Kentucky,2060,20
2011,32,Kentucky,2100,142
2011,32,Kentucky,2140,47
2011,32,Kentucky,2150,27
2011,32,Kentucky,2200,221
2011,32,Kentucky,2300,104
2011,32,Kentucky,2310,623
2011,32,Kentucky,2320,133
2011,32,Kentucky,2330,30
2011,32,Kentucky,2340,120
2011,32,Kentucky,2400,5
2011,32,Kentucky,2430,27
2011,32,Kentucky,2440,10
2011,32,Kentucky,2540,198
2011,32,Kentucky,2550,15
2011,32,Kentucky,2600,17
2011,32,Kentucky,2630,84
2011,32,Kentucky,2700,10
2011,32,Kentucky,2720,50
2011,32,Kentucky,2740,2
2011,32,Kentucky,2750,27
2011,32,Kentucky,2760,6
2011,32,Kentucky,2800,7
2011,32,Kentucky,2810,18
2011,32,Kentucky,2825,19
2011,32,Kentucky,2850,19
2011,32,Kentucky,2860,12
2011,32,Kentucky,2900,15
2011,32,Kentucky,2910,18
2011,32,Kentucky,2920,3
2011,32,Kentucky,3000,4
2011,32,Kentucky,3010,30
2011,32,Kentucky,3030,12
2011,32,Kentucky,3040,6
2011,32,Kentucky,3050,41
2011,32,Kentucky,3060,129
2011,32,Kentucky,3110,17
2011,32,Kentucky,3120,1
2011,32,Kentucky,3130,518
2011,32,Kentucky,3140,2
2011,32,Kentucky,3150,13
2011,32,Kentucky,3160,33
2011,32,Kentucky,3200,3
2011,32,Kentucky,3210,3
2011,32,Kentucky,3220,18
2011,32,Kentucky,3230,21
2011,32,Kentucky,3240,22
2011,32,Kentucky,3250,17
2011,32,Kentucky,3300,58
2011,32,Kentucky,3310,26
2011,32,Kentucky,3320,53
2011,32,Kentucky,3400,48
2011,32,Kentucky,3410,118
2011,32,Kentucky,3500,128
2011,32,Kentucky,3510,25
2011,32,Kentucky,3520,7
2011,32,Kentucky,3530,22
2011,32,Kentucky,3540,5
2011,32,Kentucky,3600,387
2011,32,Kentucky,3610,4
2011,32,Kentucky,3620,14
2011,32,Kentucky,3630,20
2011,32,Kentucky,3640,41
2011,32,Kentucky,3650,132
2011,32,Kentucky,3700,17
2011,32,Kentucky,3710,14
2011,32,Kentucky,3720,10
2011,32,Kentucky,3730,17
2011,32,Kentucky,3740,27
2011,32,Kentucky,3750,5
2011,32,Kentucky,3800,75
2011,32,Kentucky,3820,108
2011,32,Kentucky,3900,1
2011,32,Kentucky,3910,5
2011,32,Kentucky,3930,140
2011,32,Kentucky,3940,1
2011,32,Kentucky,3950,85
2011,32,Kentucky,4000,500
2011,32,Kentucky,4010,88
2011,32,Kentucky,4030,148
2011,32,Kentucky,4040,32
2011,32,Kentucky,4050,104
2011,32,Kentucky,4060,71
2011,32,Kentucky,4110,362
2011,32,Kentucky,4120,37
2011,32,Kentucky,4130,47
2011,32,Kentucky,4140,59
2011,32,Kentucky,4150,72
2011,32,Kentucky,4200,42
2011,32,Kentucky,4210,27
2011,32,Kentucky,4220,520
2011,32,Kentucky,4230,234
2011,32,Kentucky,4240,7
2011,32,Kentucky,4250,223
2011,32,Kentucky,4300,7
2011,32,Kentucky,4320,29
2011,32,Kentucky,4340,12
2011,32,Kentucky,4350,27
2011,32,Kentucky,4400,3
2011,32,Kentucky,4420,7
2011,32,Kentucky,4430,24
2011,32,Kentucky,4460,16
2011,32,Kentucky,4500,15
2011,32,Kentucky,4510,103
2011,32,Kentucky,4520,16
2011,32,Kentucky,4530,3
2011,32,Kentucky,4540,22
2011,32,Kentucky,4600,253
2011,32,Kentucky,4610,133
2011,32,Kentucky,4620,64
2011,32,Kentucky,4640,34
2011,32,Kentucky,4650,17
2011,32,Kentucky,4700,610
2011,32,Kentucky,4720,756
2011,32,Kentucky,4740,12
2011,32,Kentucky,4750,20
2011,32,Kentucky,4760,544
2011,32,Kentucky,4800,29
2011,32,Kentucky,4810,75
2011,32,Kentucky,4820,17
2011,32,Kentucky,4830,6
2011,32,Kentucky,4840,73
2011,32,Kentucky,4850,195
2011,32,Kentucky,4900,15
2011,32,Kentucky,4920,80
2011,32,Kentucky,4930,3
2011,32,Kentucky,4940,17
2011,32,Kentucky,4950,25
2011,32,Kentucky,4965,44
2011,32,Kentucky,5000,213
2011,32,Kentucky,5010,14
2011,32,Kentucky,5020,5
2011,32,Kentucky,5030,1
2011,32,Kentucky,5100,30
2011,32,Kentucky,5110,81
2011,32,Kentucky,5120,206
2011,32,Kentucky,5130,1
2011,32,Kentucky,5140,34
2011,32,Kentucky,5150,6
2011,32,Kentucky,5160,88
2011,32,Kentucky,5165,10
2011,32,Kentucky,5200,3
2011,32,Kentucky,5220,13
2011,32,Kentucky,5230,6
2011,32,Kentucky,5240,329
2011,32,Kentucky,5250,9
2011,32,Kentucky,5260,77
2011,32,Kentucky,5300,19
2011,32,Kentucky,5310,63
2011,32,Kentucky,5320,26
2011,32,Kentucky,5330,19
2011,32,Kentucky,5340,6
2011,32,Kentucky,5350,23
2011,32,Kentucky,5360,7
2011,32,Kentucky,5400,203
2011,32,Kentucky,5410,8
2011,32,Kentucky,5420,19
2011,32,Kentucky,5500,1
2011,32,Kentucky,5510,53
2011,32,Kentucky,5520,58
2011,32,Kentucky,5530,3
2011,32,Kentucky,5540,12
2011,32,Kentucky,5550,60
2011,32,Kentucky,5560,10
2011,32,Kentucky,5600,61
2011,32,Kentucky,5610,107
2011,32,Kentucky,5620,347
2011,32,Kentucky,5630,20
2011,32,Kentucky,5700,616
2011,32,Kentucky,5800,18
2011,32,Kentucky,5810,73
2011,32,Kentucky,5820,83
2011,32,Kentucky,5840,37
2011,32,Kentucky,5850,23
2011,32,Kentucky,5860,162
2011,32,Kentucky,5900,5
2011,32,Kentucky,5910,3
2011,32,Kentucky,5920,3
2011,32,Kentucky,5940,94
2011,32,Kentucky,6005,5
2011,32,Kentucky,6010,3
2011,32,Kentucky,6040,6
2011,32,Kentucky,6050,144
2011,32,Kentucky,6100,1
2011,32,Kentucky,6120,4
2011,32,Kentucky,6130,25
2011,32,Kentucky,6200,199
2011,32,Kentucky,6210,6
2011,32,Kentucky,6220,50
2011,32,Kentucky,6230,197
2011,32,Kentucky,6240,15
2011,32,Kentucky,6250,17
2011,32,Kentucky,6260,317
2011,32,Kentucky,6300,3
2011,32,Kentucky,6320,109
2011,32,Kentucky,6330,18
2011,32,Kentucky,6355,103
2011,32,Kentucky,6360,7
2011,32,Kentucky,6400,10
2011,32,Kentucky,6420,90
2011,32,Kentucky,6430,1
2011,32,Kentucky,6440,67
2011,32,Kentucky,6460,1
2011,32,Kentucky,6500,2
2011,32,Kentucky,6515,42
2011,32,Kentucky,6520,22
2011,32,Kentucky,6530,16
2011,32,Kentucky,6600,11
2011,32,Kentucky,6660,14
2011,32,Kentucky,6710,11
2011,32,Kentucky,6720,3
2011,32,Kentucky,6730,26
2011,32,Kentucky,6740,1
2011,32,Kentucky,6765,8
2011,32,Kentucky,6800,5
2011,32,Kentucky,6820,7
2011,32,Kentucky,6830,7
2011,32,Kentucky,6840,73
2011,32,Kentucky,6940,31
2011,32,Kentucky,7000,51
2011,32,Kentucky,7010,36
2011,32,Kentucky,7020,29
2011,32,Kentucky,7030,1
2011,32,Kentucky,7040,7
2011,32,Kentucky,7100,5
2011,32,Kentucky,7110,4
2011,32,Kentucky,7120,2
2011,32,Kentucky,7130,9
2011,32,Kentucky,7140,16
2011,32,Kentucky,7150,37
2011,32,Kentucky,7160,1
2011,32,Kentucky,7200,122
2011,32,Kentucky,7210,58
2011,32,Kentucky,7220,64
2011,32,Kentucky,7240,11
2011,32,Kentucky,7260,17
2011,32,Kentucky,7300,6
2011,32,Kentucky,7315,54
2011,32,Kentucky,7320,6
2011,32,Kentucky,7330,100
2011,32,Kentucky,7340,95
2011,32,Kentucky,7350,10
2011,32,Kentucky,7360,10
2011,32,Kentucky,7410,25
2011,32,Kentucky,7420,24
2011,32,Kentucky,7430,10
2011,32,Kentucky,7510,6
2011,32,Kentucky,7540,6
2011,32,Kentucky,7550,5
2011,32,Kentucky,7560,1
2011,32,Kentucky,7610,6
2011,32,Kentucky,7630,37
2011,32,Kentucky,7700,215
2011,32,Kentucky,7720,32
2011,32,Kentucky,7730,7
2011,32,Kentucky,7740,3
2011,32,Kentucky,7750,304
2011,32,Kentucky,7800,20
2011,32,Kentucky,7810,44
2011,32,Kentucky,7830,1
2011,32,Kentucky,7840,16
2011,32,Kentucky,7850,1
2011,32,Kentucky,7855,28
2011,32,Kentucky,7900,8
2011,32,Kentucky,7920,4
2011,32,Kentucky,7930,6
2011,32,Kentucky,7940,2
2011,32,Kentucky,7950,29
2011,32,Kentucky,7960,2
2011,32,Kentucky,8000,7
2011,32,Kentucky,8010,6
2011,32,Kentucky,8030,47
2011,32,Kentucky,8040,12
2011,32,Kentucky,8060,3
2011,32,Kentucky,8100,11
2011,32,Kentucky,8130,19
2011,32,Kentucky,8140,128
2011,32,Kentucky,8200,5
2011,32,Kentucky,8210,1
2011,32,Kentucky,8220,123
2011,32,Kentucky,8230,44
2011,32,Kentucky,8250,10
2011,32,Kentucky,8300,24
2011,32,Kentucky,8310,8
2011,32,Kentucky,8320,67
2011,32,Kentucky,8340,2
2011,32,Kentucky,8350,10
2011,32,Kentucky,8400,1
2011,32,Kentucky,8410,2
2011,32,Kentucky,8420,2
2011,32,Kentucky,8450,5
2011,32,Kentucky,8460,4
2011,32,Kentucky,8500,15
2011,32,Kentucky,8510,5
2011,32,Kentucky,8530,16
2011,32,Kentucky,8540,5
2011,32,Kentucky,8550,2
2011,32,Kentucky,8600,12
2011,32,Kentucky,8610,7
2011,32,Kentucky,8620,26
2011,32,Kentucky,8630,16
2011,32,Kentucky,8640,14
2011,32,Kentucky,8650,23
2011,32,Kentucky,8710,19
2011,32,Kentucky,8720,12
2011,32,Kentucky,8730,4
2011,32,Kentucky,8740,188
2011,32,Kentucky,8750,5
2011,32,Kentucky,8760,12
2011,32,Kentucky,8800,57
2011,32,Kentucky,8810,16
2011,32,Kentucky,8830,6
2011,32,Kentucky,8850,3
2011,32,Kentucky,8860,2
2011,32,Kentucky,8920,9
2011,32,Kentucky,8930,6
2011,32,Kentucky,8940,2
2011,32,Kentucky,8950,7
2011,32,Kentucky,8965,354
2011,32,Kentucky,9000,50
2011,32,Kentucky,9030,28
2011,32,Kentucky,9040,3
2011,32,Kentucky,9050,13
2011,32,Kentucky,9100,148
2011,32,Kentucky,9130,529
2011,32,Kentucky,9140,35
2011,32,Kentucky,9150,8
2011,32,Kentucky,9200,15
2011,32,Kentucky,9240,14
2011,32,Kentucky,9260,3
2011,32,Kentucky,9300,5
2011,32,Kentucky,9310,14
2011,32,Kentucky,9350,10
2011,32,Kentucky,9360,28
2011,32,Kentucky,9410,8
2011,32,Kentucky,9420,6
2011,32,Kentucky,9510,16
2011,32,Kentucky,9520,28
2011,32,Kentucky,9560,3
2011,32,Kentucky,9600,129
2011,32,Kentucky,9610,71
2011,32,Kentucky,9620,518
2011,32,Kentucky,9630,9
2011,32,Kentucky,9640,102
2011,32,Kentucky,9650,3
2011,32,Kentucky,9720,27
2011,32,Kentucky,9750,30
2011,32,Kentucky,9800,2
2011,32,Kentucky,9810,9
2011,32,Kentucky,9820,37
2011,32,Kentucky,9830,60
2011,32,Kentucky,9920,20098
2011,32,Mississippi,10,78
2011,32,Mississippi,20,80
2011,32,Mississippi,30,48
2011,32,Mississippi,100,10
2011,32,Mississippi,110,15
2011,32,Mississippi,120,74
2011,32,Mississippi,130,41
2011,32,Mississippi,140,24
2011,32,Mississippi,150,12
2011,32,Mississippi,160,15
2011,32,Mississippi,205,94
2011,32,Mississippi,220,56
2011,32,Mississippi,230,108
2011,32,Mississippi,300,4
2011,32,Mississippi,310,93
2011,32,Mississippi,330,1
2011,32,Mississippi,350,60
2011,32,Mississippi,360,1
2011,32,Mississippi,410,40
2011,32,Mississippi,420,23
2011,32,Mississippi,430,245
2011,32,Mississippi,500,14
2011,32,Mississippi,510,1
2011,32,Mississippi,520,8
2011,32,Mississippi,530,24
2011,32,Mississippi,540,20
2011,32,Mississippi,560,15
2011,32,Mississippi,600,6
2011,32,Mississippi,620,65
2011,32,Mississippi,700,8
2011,32,Mississippi,710,18
2011,32,Mississippi,720,6
2011,32,Mississippi,730,28
2011,32,Mississippi,800,128
2011,32,Mississippi,810,7
2011,32,Mississippi,820,3
2011,32,Mississippi,830,1
2011,32,Mississippi,850,12
2011,32,Mississippi,860,4
2011,32,Mississippi,910,38
2011,32,Mississippi,930,6
2011,32,Mississippi,940,9
2011,32,Mississippi,950,7
2011,32,Mississippi,1000,45
2011,32,Mississippi,1010,27
2011,32,Mississippi,1020,15
2011,32,Mississippi,1050,19
2011,32,Mississippi,1060,5
2011,32,Mississippi,1100,10
2011,32,Mississippi,1220,2
2011,32,Mississippi,1240,3
2011,32,Mississippi,1300,8
2011,32,Mississippi,1310,8
2011,32,Mississippi,1320,4
2011,32,Mississippi,1350,4
2011,32,Mississippi,1360,26
2011,32,Mississippi,1400,2
2011,32,Mississippi,1410,10
2011,32,Mississippi,1420,1
2011,32,Mississippi,1430,8
2011,32,Mississippi,1440,3
2011,32,Mississippi,1460,11
2011,32,Mississippi,1520,1
2011,32,Mississippi,1530,13
2011,32,Mississippi,1540,20
2011,32,Mississippi,1550,35
2011,32,Mississippi,1560,19
2011,32,Mississippi,1600,5
2011,32,Mississippi,1610,4
2011,32,Mississippi,1640,6
2011,32,Mississippi,1650,5
2011,32,Mississippi,1710,4
2011,32,Mississippi,1720,1
2011,32,Mississippi,1740,4
2011,32,Mississippi,1760,5
2011,32,Mississippi,1800,1
2011,32,Mississippi,1820,8
2011,32,Mississippi,1830,2
2011,32,Mississippi,1840,6
2011,32,Mississippi,1900,3
2011,32,Mississippi,1910,2
2011,32,Mississippi,1920,3
2011,32,Mississippi,1930,1
2011,32,Mississippi,1960,31
2011,32,Mississippi,2000,56
2011,32,Mississippi,2010,97
2011,32,Mississippi,2020,5
2011,32,Mississippi,2040,73
2011,32,Mississippi,2050,7
2011,32,Mississippi,2060,10
2011,32,Mississippi,2100,71
2011,32,Mississippi,2140,36
2011,32,Mississippi,2150,13
2011,32,Mississippi,2200,127
2011,32,Mississippi,2300,76
2011,32,Mississippi,2310,441
2011,32,Mississippi,2320,113
2011,32,Mississippi,2330,25
2011,32,Mississippi,2340,108
2011,32,Mississippi,2400,3
2011,32,Mississippi,2430,36
2011,32,Mississippi,2440,7
2011,32,Mississippi,2540,142
2011,32,Mississippi,2550,9
2011,32,Mississippi,2600,14
2011,32,Mississippi,2630,42
2011,32,Mississippi,2700,3
2011,32,Mississippi,2720,29
2011,32,Mississippi,2750,20
2011,32,Mississippi,2760,2
2011,32,Mississippi,2800,3
2011,32,Mississippi,2810,8
2011,32,Mississippi,2825,6
2011,32,Mississippi,2840,2
2011,32,Mississippi,2850,6
2011,32,Mississippi,2860,4
2011,32,Mississippi,2900,9
2011,32,Mississippi,2910,9
2011,32,Mississippi,2920,2
2011,32,Mississippi,3000,1
2011,32,Mississippi,3010,13
2011,32,Mississippi,3030,10
2011,32,Mississippi,3040,2
2011,32,Mississippi,3050,20
2011,32,Mississippi,3060,67
2011,32,Mississippi,3120,1
2011,32,Mississippi,3130,318
2011,32,Mississippi,3140,5
2011,32,Mississippi,3150,6
2011,32,Mississippi,3160,13
2011,32,Mississippi,3220,14
2011,32,Mississippi,3230,17
2011,32,Mississippi,3240,12
2011,32,Mississippi,3250,9
2011,32,Mississippi,3300,36
2011,32,Mississippi,3310,9
2011,32,Mississippi,3320,25
2011,32,Mississippi,3400,24
2011,32,Mississippi,3410,64
2011,32,Mississippi,3500,94
2011,32,Mississippi,3510,15
2011,32,Mississippi,3520,3
2011,32,Mississippi,3530,8
2011,32,Mississippi,3540,17
2011,32,Mississippi,3600,269
2011,32,Mississippi,3610,2
2011,32,Mississippi,3620,5
2011,32,Mississippi,3630,6
2011,32,Mississippi,3640,30
2011,32,Mississippi,3650,53
2011,32,Mississippi,3700,10
2011,32,Mississippi,3710,25
2011,32,Mississippi,3720,6
2011,32,Mississippi,3730,6
2011,32,Mississippi,3740,24
2011,32,Mississippi,3750,3
2011,32,Mississippi,3800,61
2011,32,Mississippi,3820,51
2011,32,Mississippi,3910,8
2011,32,Mississippi,3930,123
2011,32,Mississippi,3940,3
2011,32,Mississippi,3950,20
2011,32,Mississippi,4000,387
2011,32,Mississippi,4010,78
2011,32,Mississippi,4030,51
2011,32,Mississippi,4040,19
2011,32,Mississippi,4050,32
2011,32,Mississippi,4060,21
2011,32,Mississippi,4110,209
2011,32,Mississippi,4120,32
2011,32,Mississippi,4130,36
2011,32,Mississippi,4140,35
2011,32,Mississippi,4150,45
2011,32,Mississippi,4200,35
2011,32,Mississippi,4210,15
2011,32,Mississippi,4220,310
2011,32,Mississippi,4230,185
2011,32,Mississippi,4240,8
2011,32,Mississippi,4250,143
2011,32,Mississippi,4300,24
2011,32,Mississippi,4320,7
2011,32,Mississippi,4340,2
2011,32,Mississippi,4350,16
2011,32,Mississippi,4400,32
2011,32,Mississippi,4420,1
2011,32,Mississippi,4430,20
2011,32,Mississippi,4460,13
2011,32,Mississippi,4500,11
2011,32,Mississippi,4510,86
2011,32,Mississippi,4520,9
2011,32,Mississippi,4530,2
2011,32,Mississippi,4540,3
2011,32,Mississippi,4600,175
2011,32,Mississippi,4610,127
2011,32,Mississippi,4620,48
2011,32,Mississippi,4640,21
2011,32,Mississippi,4650,13
2011,32,Mississippi,4700,391
2011,32,Mississippi,4720,522
2011,32,Mississippi,4740,13
2011,32,Mississippi,4750,11
2011,32,Mississippi,4760,352
2011,32,Mississippi,4800,7
2011,32,Mississippi,4810,56
2011,32,Mississippi,4820,11
2011,32,Mississippi,4830,2
2011,32,Mississippi,4840,32
2011,32,Mississippi,4850,94
2011,32,Mississippi,4900,6
2011,32,Mississippi,4920,43
2011,32,Mississippi,4940,6
2011,32,Mississippi,4950,10
2011,32,Mississippi,4965,20
2011,32,Mississippi,5000,115
2011,32,Mississippi,5010,3
2011,32,Mississippi,5020,6
2011,32,Mississippi,5100,20
2011,32,Mississippi,5110,44
2011,32,Mississippi,5120,127
2011,32,Mississippi,5130,6
2011,32,Mississippi,5140,19
2011,32,Mississippi,5150,9
2011,32,Mississippi,5160,59
2011,32,Mississippi,5165,11
2011,32,Mississippi,5220,17
2011,32,Mississippi,5230,5
2011,32,Mississippi,5240,181
2011,32,Mississippi,5250,11
2011,32,Mississippi,5260,64
2011,32,Mississippi,5300,29
2011,32,Mississippi,5310,31
2011,32,Mississippi,5320,18
2011,32,Mississippi,5330,12
2011,32,Mississippi,5340,2
2011,32,Mississippi,5350,16
2011,32,Mississippi,5360,2
2011,32,Mississippi,5400,116
2011,32,Mississippi,5410,6
2011,32,Mississippi,5420,15
2011,32,Mississippi,5510,32
2011,32,Mississippi,5520,25
2011,32,Mississippi,5530,8
2011,32,Mississippi,5540,13
2011,32,Mississippi,5550,48
2011,32,Mississippi,5560,5
2011,32,Mississippi,5600,31
2011,32,Mississippi,5610,82
2011,32,Mississippi,5620,195
2011,32,Mississippi,5630,16
2011,32,Mississippi,5700,492
2011,32,Mississippi,5800,14
2011,32,Mississippi,5810,30
2011,32,Mississippi,5820,34
2011,32,Mississippi,5840,20
2011,32,Mississippi,5850,2
2011,32,Mississippi,5860,125
2011,32,Mississippi,5900,2
2011,32,Mississippi,5910,1
